analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,data_grade,catch_area_code,catch_area_description,estimate_time_period
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-01,2023-08-06,31,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,4.440333333333333,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,23.569752333333337,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,13.321,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,2,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-07,2023-08-13,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,9.838000000000001,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,140.404908,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,29.514000000000003,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,2,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,6.7295,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,90.5723405,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,20.188499999999998,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,17.587,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,17.587,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,19.907,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,19.907,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,70.123,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,1296.3252989999999,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,210.36900000000003,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,3,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,63.402,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,63.402,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,11.204,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,11.204,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,2,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,55.4905,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0.7188005000000062,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,2,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,110.981,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,32.48,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,2,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,64.96,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,number_observations,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_mean,119.776,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,catch_estimate_variance,0,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,total_days_open,1,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,degrees_freedom,21,Provisional,786,Nisqually River,week
23838e9d-aaa8-4706-b857-bd1e251d2a85,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,PE,catch,estimate_stratum,119.776,Provisional,786,Nisqually River,week
