event_date,section_num,period,day_type,angler_final,est_cg,estimate_category,management_week,mean,standard_error_mean,standard_deviation,quantile_lower_2_5,quantile_lower_25,quantile_median_50,quantile_upper_75,quantile_upper_97_5,n_eff,R_hat
2023-08-08,2,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,0,NA,0,0,0,0,0,0,NA,NA
2023-08-09,1,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,3.38,0.23706140128536096,3.2801519758884075,0,1,3,5,11,191.45479041523296,1.0088101218800034
2023-08-09,1,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,2.645,0.23932191214711737,3.696932722918953,0,1,2,3,14.025000000000006,238.62622252225376,0.9924344195483148
2023-08-09,2,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,0.125,0.03425297378384946,0.4801329380400337,0,0,0,0,1,196.4836587207421,0.994211710629151
2023-08-09,2,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,2.955,0.3008284250790104,4.305305246591891,0,0,1,4,16,204.81896004024296,0.9931616787515376
2023-08-10,1,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,2.73,0.11305514523100116,2.3949486204243216,0,1,2,4,9,448.75751778873774,0.993023464088348
2023-08-10,1,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,1.985,0.19173836854459225,3.059670393126172,0,0,1,3,11,254.64270126922628,0.997393196754881
2023-08-10,2,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,0.13,0.03882789664620337,0.5239010992630625,0,0,0,0,1,182.05847037267657,1.0089152951789455
2023-08-10,2,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,2.29,0.22001567806158645,3.522490553357448,0,0,1,3,10.150000000000034,256.3258555943194,0.997213763736237
2023-08-11,1,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,3.73,0.17567350375535956,2.8579607587390807,0,2,3,5,10,264.66712287799896,0.9944934329906022
2023-08-11,1,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,1.68,0.1966017442546513,2.580872821859509,0,0,1,2,7.025000000000006,172.32904265126896,1.0107536384499105
2023-08-11,2,32,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,0.15,0.03150336984447519,0.4675392655426072,0,0,0,0,1,220.253164556962,0.9926879483910774
2023-08-11,2,32,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,2.23,0.3156081739847748,4.901758478434502,0,0,1,2,14.075000000000015,241.2166781003167,0.994773503593283
2023-08-12,1,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,6.035,0.2631572234841197,4.371421005581618,1,3,5,8,17.025000000000006,275.9400117319843,0.9987135915283102
2023-08-12,1,32,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,2.195,0.15644632340281872,2.627067264471982,0,0,1,3,9,281.97568658171264,0.9940873349948008
2023-08-12,2,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,0.425,0.06854093738329542,0.8821940442205963,0,0,0,1,3,165.66400776647112,1.0054226185995758
2023-08-12,2,32,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,32,5.05,0.5532357099069557,7.149340202188813,0,1,3,6,24.075000000000017,166.9980950649983,0.9920575105603984
2023-08-13,1,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-13,1,32,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-13,2,32,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-13,2,32,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-14,1,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-14,1,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-14,2,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-14,2,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-15,1,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-15,1,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-15,2,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-15,2,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0,NA,0,0,0,0,0,0,NA,NA
2023-08-16,1,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,5.92,0.2809044093443292,3.9051055358634232,0,3,5,8,15,193.26287583157895,1.0083545161796972
2023-08-16,1,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,2.705,0.20724182271182268,3.4332068897371584,0,0,2,4,13,274.4385677817713,0.9962967728491272
2023-08-16,2,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0.19,0.04207292759977094,0.5963877865615618,0,0,0,0,2,200.93334582336257,1.0060596177408911
2023-08-16,2,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,1.54,0.14829184831337125,2.1309869843896725,0,0,1,2,7,206.50331973787644,0.9947341551157338
2023-08-17,1,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,8.475,0.382169610956663,5.44680764924182,1,5,7,12,22.02500000000001,203.12892817418944,0.9943346280728876
2023-08-17,1,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,3.945,0.29634423128717924,4.355090015743203,0,1,2,5,16.025000000000006,215.97392284894855,0.998780033105622
2023-08-17,2,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0.2,0.04328633098309493,0.6340426249482414,0,0,0,0,2,214.55337908238883,1.0074126359283286
2023-08-17,2,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,1.75,0.1754971493539251,2.8456967424075152,0,0,1,2,10,262.9281589409423,1.0009563102693424
2023-08-18,1,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,14.795,0.5109944021394917,7.92825714180189,4,9,14,19,33.05000000000001,240.7260944014866,0.9969085321574658
2023-08-18,1,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,5.435,0.3363727262499033,4.557370197337264,0,2,4.5,8,17.025000000000006,183.5638110454827,1.014487603745566
2023-08-18,2,33,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0.17,0.0388321927776851,0.46060916623543274,0,0,0,0,1.0250000000000057,140.69586134087862,0.9915151272404732
2023-08-18,2,33,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,3.085,0.3030211601284442,4.624359252097777,0,1,2,4,13.025000000000006,232.8934198940051,1.000022300125623
2023-08-19,1,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,24.22,0.8327064230969382,11.69166692037044,9,15,22,31,50,197.13740687407383,1.0059436524773682
2023-08-19,1,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,11.61,0.6754412413371323,10.960775199082596,0.9750000000000004,5,9,14,44.05000000000001,263.33427673619605,0.9994100179204464
2023-08-19,2,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,0.4,0.10620948054575843,1.2071811927630434,0,0,0,0,3.0250000000000057,129.18686282040449,1.0063294670149865
2023-08-19,2,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,33,7.745,0.7775439493350744,10.76239381378581,0,2,4,8,41.12500000000003,191.58780722156416,1.007580976190558
2023-08-20,1,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-20,1,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-20,2,33,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-20,2,33,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-21,1,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-21,1,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-21,2,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-21,2,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-22,1,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-22,1,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-22,2,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-22,2,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0,NA,0,0,0,0,0,0,NA,NA
2023-08-23,1,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,59.34,1.3128912908392836,22.198383752112004,26.925,43,55,73,112.12500000000004,285.88092264290407,1.0120422606441783
2023-08-23,1,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,5.705,0.6107137364928406,7.780143195385514,0,1,3,7,29,162.29300577188488,1.0056965559874962
2023-08-23,2,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0.23,0.06344336893123075,0.8894128829637614,0,0,0,0,1.0250000000000057,196.53249089287604,1.0015719048041738
2023-08-23,2,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,4.18,0.5174369380783042,8.120177734025333,0,1,2,5,19.02500000000001,246.2726670695564,1.004657007217984
2023-08-24,1,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,41.485,1.0239722220583058,16.86272613379333,15.975,29,38,50,79.10000000000002,271.1934666062249,0.9919082702629864
2023-08-24,1,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,6.12,0.5862006670810932,7.852637747788315,0,1.75,4,8,25.05000000000001,179.447953604461,1.0128229294038018
2023-08-24,2,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0.205,0.05973620669983218,0.8927260492418572,0,0,0,0,1.0250000000000057,223.3372337670975,1.0059128468136531
2023-08-24,2,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,3.055,0.476990907447134,5.7852676349534775,0,0,1,4,14.250000000000057,147.10475423342243,1.0005065602516898
2023-08-25,1,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,75.05,2.05400673771228,25.798163231723557,34.975,55.75,71,91.25,135.20000000000005,157.75162619773147,0.9962178501128018
2023-08-25,1,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,7.88,0.7703211710003885,9.594575519374732,0,2,5,10,34.07500000000002,155.1343117657514,0.9955914952380086
2023-08-25,2,34,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0.355,0.13759485263231866,1.8318716573068707,0,0,0,0,2,177.2497828385856,1.0033065767917526
2023-08-25,2,34,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,4.6,0.5841765679291837,8.475800609965969,0,1,2,5,24.05000000000001,210.51022591814208,0.9952459999020208
2023-08-26,1,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,80.33,1.930289217266376,29.762394065372373,37.95,61,75,94,159.05,237.73381289811903,1.004873884752988
2023-08-26,1,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,15.135,1.8881462514623537,18.13979148656013,1,5,10,18,55.25000000000006,92.29821876898642,1.0070550948284442
2023-08-26,2,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,0.755,0.2513463132319786,2.9747640419918415,0,0,0,1,3.0500000000000114,140.07479894404733,1.009930289773768
2023-08-26,2,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,34,9.285,1.569213735468192,15.183758017621608,0,2,4,11.25,50.57500000000013,93.62554221617374,1.011414358037587
2023-08-27,1,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-27,1,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-27,2,34,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-27,2,34,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-28,1,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-28,1,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-28,2,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-28,2,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-29,1,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-29,1,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-29,2,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-29,2,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-30,1,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,68.285,1.5050501136751335,25.382773705901904,28.975,51,65,81,131.025,284.4305454342695,0.995428011282574
2023-08-30,1,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,9.72,0.792205604819443,10.824390845952008,0,3,6,12,34.22500000000005,186.69432177530103,0.9919518643336016
2023-08-30,2,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0.25,0.04422194552231408,0.6554755839892361,0,0,0,0,2,219.7036883547451,0.9941353452854208
2023-08-30,2,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,3.895,0.4885066493329598,5.9473379881867015,0,1,2,5,17.025000000000006,148.21913739078818,1.0347117013783187
2023-08-31,1,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-31,1,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-31,2,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-08-31,2,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0,NA,0,0,0,0,0,0,NA,NA
2023-09-01,1,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,75.2,1.5961483684102942,27.73927426381983,33,55,70,91,140.10000000000002,302.0255420681739,0.9980837471846888
2023-09-01,1,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,12.415,0.8355210318370744,10.911373209941688,0.9750000000000004,5,9.5,16.25,40.025000000000006,170.5469857564005,0.9998124461930636
2023-09-01,2,35,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0.47,0.09405213901110791,1.3632285060836262,0,0,0,0,4,210.08737935928693,1.009495962694586
2023-09-01,2,35,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,9.25,0.9124899330147758,10.468785860210089,0,2,5.5,13,37.07500000000002,131.62441957299797,1.0124245168738448
2023-09-02,1,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,112.005,2.218858585516058,35.02525972916514,52.974999999999994,87.5,107.5,136,184.075,249.17443402969377,0.9970167006476668
2023-09-02,1,35,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,11.77,0.6514834382869183,9.436223373669623,1,5,9.5,15,33.025000000000006,209.79235897776593,0.9918040579304734
2023-09-02,2,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,0.56,0.15976843602704024,1.950750403223947,0,0,0,0,3.075000000000017,149.08070673160773,1.0066826189365992
2023-09-02,2,35,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,35,9.545,0.7831799312485629,11.141302351630722,0,2,5,12,41.07500000000002,202.37125265366683,1.0053119559107808
2023-09-03,1,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0,NA,0,0,0,0,0,0,NA,NA
2023-09-03,1,35,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0,NA,0,0,0,0,0,0,NA,NA
2023-09-03,2,35,weekend,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0,NA,0,0,0,0,0,0,NA,NA
2023-09-03,2,35,weekend,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0,NA,0,0,0,0,0,0,NA,NA
2023-09-04,1,36,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0,NA,0,0,0,0,0,0,NA,NA
2023-09-04,1,36,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0,NA,0,0,0,0,0,0,NA,NA
2023-09-04,2,36,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0,NA,0,0,0,0,0,0,NA,NA
2023-09-04,2,36,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0,NA,0,0,0,0,0,0,NA,NA
2023-09-05,1,36,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,101.69,6.451420871883458,96.08300379406576,10,46.75,76,113.25,336.8750000000004,221.8106495531128,0.9997467751144128
2023-09-05,1,36,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,10.58,0.8224517166536984,13.273073207129126,0,3,7,13,39,260.4486775673609,0.9966471922228712
2023-09-05,2,36,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0.375,0.07130557629667908,0.9102294150046452,0,0,0,0,3.0250000000000057,162.95014215932798,0.9971059696618692
2023-09-05,2,36,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,14.59,1.924507737302271,23.08106535429955,0,3,8,16,66.15000000000003,143.83758358186032,1.014927229580125
2023-09-06,1,36,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,106.245,5.4774448301704775,82.50253521306429,19.925,48.75,85.5,138.25,364.0750000000001,226.8707801005195,1.0044097704850723
2023-09-06,1,36,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,11.265,0.8107825459773482,12.796622316594634,0,3,7.5,15,48.12500000000003,249.1047005631276,0.9917222234452976
2023-09-06,2,36,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0.525,0.0853636096571603,1.102475515059873,0,0,0,1,4.025000000000006,166.79858554038412,1.0104922203377835
2023-09-06,2,36,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,18.63,2.581811719290154,29.811857274763245,0,4,10,22.25,92.20000000000005,133.3303229685486,1.002472898316566
2023-09-07,1,36,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,109.595,1.6888376166884638,34.15381958082872,59.95,86.75,104,130,188.1,408.9806608061213,0.9945239758990312
2023-09-07,1,36,weekday,Boat,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,13.685,1.4093790520680485,17.14542513369311,0,5,9,15,73,147.99290395639142,0.998821093160365
2023-09-07,2,36,weekday,Bank,Chinook_Adult_AD|UM|UNK_Kept|Released,catch,36,0.45,0.08299024508939226,1.172336069263623,0,0,0,0,4,199.54927761333997,1.0093886574790651
