interview_id,catch_id,species,run,life_stage,fin_mark,sex,fork_length_cm,fate,fish_count,catch_group,year,month,week,fishing_duration_minutes,trip_guided,boat_type,boat_used,angler_count,angler_minutes,trip_status,fishing_start_time,fishing_end_time,creel_event_id,event_date,water_body,project_name,fishery_name,gear_id,angling_method,angling_gear,barbed_hook_status,hook_count,gear_comments,hook_info,points_1,size_1,points_2,size_2,points_3,size_3,created_datetime,modified_datetime
985AA189-6050-4E8D-9D90-69AF69F3EA0D,3E889511-E6AE-4E54-944D-7E3397CFA745,Chinook,NA,Adult,AD,NA,NA,Released,2,Chinook_Adult_AD_Released,2021,9,39,365,NA,NA,No,1,365,Complete,12:00:00,18:05:00,11532FAD-00A7-4B59-AE69-F023B58C022A,2021-09-28,Nisqually River,District 11,Nisqually salmon 2021,446E2506-7B58-4DF9-9310-999489EC797D,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
39F0F302-6167-44CF-9A21-2C36BC45B3D8,7FFA10B4-DC9B-4A75-B0D5-1E584508106D,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,39,120,NA,NA,No,1,120,Complete,09:00:00,11:00:00,11532FAD-00A7-4B59-AE69-F023B58C022A,2021-09-28,Nisqually River,District 11,Nisqually salmon 2021,A1292F5E-4DC5-424A-A783-8AFFA1E4834A,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
9DC98963-AF3C-4C47-A281-7ED7E99121AA,464ABA22-3D02-45B1-A5D8-97C580E9B724,Chinook,NA,Jack,AD,NA,NA,Kept,1,Chinook_Jack_AD_Kept,2021,9,39,430,NA,NA,No,1,430,Complete,07:30:00,14:40:00,11532FAD-00A7-4B59-AE69-F023B58C022A,2021-09-28,Nisqually River,District 11,Nisqually salmon 2021,43A43505-638D-4D99-B4E6-D756E9394ACE,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
C607AAD7-2CFD-4809-8A21-6C2A37A58364,8DB7A91F-E1A7-4591-AE1A-6EB579985B93,Chinook,NA,Adult,AD,NA,NA,Released,1,Chinook_Adult_AD_Released,2021,9,39,160,NA,NA,No,1,160,Complete,07:00:00,09:40:00,320F8527-5DFA-4D83-A443-24902CB3CA9A,2021-09-28,Nisqually River,District 11,Nisqually salmon 2021,4E1AB231-80B5-4AFE-AA74-7C9FE0180920,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
DB5E54DC-4A35-4018-BAE1-123E98DB5C75,6998AF8D-9445-4C2C-91A0-906C7828C7DA,Chinook,NA,Adult,AD,NA,NA,Released,1,Chinook_Adult_AD_Released,2021,9,39,235,NA,NA,No,1,235,Complete,06:05:00,10:00:00,320F8527-5DFA-4D83-A443-24902CB3CA9A,2021-09-28,Nisqually River,District 11,Nisqually salmon 2021,1D381F82-BDBC-426F-842A-27AEE2808469,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
CB798DC2-8320-4357-AE28-76984F65B1D4,819192B5-AA2F-4050-9E65-4CC69B5A6AE8,Chinook,NA,Adult,UM,NA,NA,Released,3,Chinook_Adult_UM_Released,2021,9,39,420,NA,NA,No,1,420,Complete,07:00:00,14:00:00,83EAA66B-129D-439F-8D2E-737D8F5777A1,2021-09-26,Nisqually River,District 11,Nisqually salmon 2021,F8D01924-02FB-49B1-ADE1-6798DC7B1994,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
C60A1F33-B2C4-4D5C-9B24-FAB4C0FC9D7B,1A7E2135-26DA-48A9-B542-84EC681BFB21,Chinook,NA,Adult,UM,NA,NA,Released,1,Chinook_Adult_UM_Released,2021,9,39,145,NA,NA,No,1,145,Complete,06:00:00,08:25:00,83EAA66B-129D-439F-8D2E-737D8F5777A1,2021-09-26,Nisqually River,District 11,Nisqually salmon 2021,DA99CBA6-2C9C-46D9-AD7D-A0FDEF51AF73,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
A02F72B5-3CE1-4D02-8BBE-1BFBB3E39CAE,940C4497-0F98-4461-B725-6F363B07205F,Chinook,NA,Adult,AD,NA,NA,Released,1,Chinook_Adult_AD_Released,2021,9,39,180,NA,NA,No,1,180,Complete,06:30:00,09:30:00,83EAA66B-129D-439F-8D2E-737D8F5777A1,2021-09-26,Nisqually River,District 11,Nisqually salmon 2021,756ADC6D-3A67-47F1-908E-0119252DDA5B,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
C061DBF7-AF17-4557-A9A3-F8AC87C099FD,ED08606F-C0C3-4A21-976F-D9BF131F01CE,Chinook,NA,Adult,AD,NA,NA,Released,2,Chinook_Adult_AD_Released,2021,9,39,620,NA,NA,Yes,1,620,Complete,07:30:00,17:50:00,DC56A3CF-7D60-49D7-B867-874923CEBCA1,2021-09-26,Nisqually River,District 11,Nisqually salmon 2021,E7DB696B-74DA-4021-820C-0ECCBE9819E5,Bobber,Bait-Lure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
C061DBF7-AF17-4557-A9A3-F8AC87C099FD,12E7B8EA-A288-4F6F-9B52-ADF5E10F6D19,Chinook,NA,Adult,UM,NA,NA,Released,2,Chinook_Adult_UM_Released,2021,9,39,620,NA,NA,Yes,1,620,Complete,07:30:00,17:50:00,DC56A3CF-7D60-49D7-B867-874923CEBCA1,2021-09-26,Nisqually River,District 11,Nisqually salmon 2021,E7DB696B-74DA-4021-820C-0ECCBE9819E5,Bobber,Bait-Lure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
7695D233-FA16-4474-ACFF-661910CA0035,8CCBEC0B-2C81-46B7-83E2-B95D4CE857C1,Chinook,NA,Adult,AD,NA,NA,Released,10,Chinook_Adult_AD_Released,2021,9,39,350,NA,NA,Yes,1,350,Complete,07:30:00,13:20:00,DC56A3CF-7D60-49D7-B867-874923CEBCA1,2021-09-26,Nisqually River,District 11,Nisqually salmon 2021,0056551B-956B-4996-A894-DF22C2CF6AC3,Bobber,Bait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
7695D233-FA16-4474-ACFF-661910CA0035,15365348-CD5C-4FDE-9473-4E94E476CA2C,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,39,350,NA,NA,Yes,1,350,Complete,07:30:00,13:20:00,DC56A3CF-7D60-49D7-B867-874923CEBCA1,2021-09-26,Nisqually River,District 11,Nisqually salmon 2021,0056551B-956B-4996-A894-DF22C2CF6AC3,Bobber,Bait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
B1B50191-7EBA-468D-8B16-F09285EB48B0,4BB04FFD-89F0-45BB-97A4-9E8C73BC332D,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,39,510,NA,NA,No,5,2550,Complete,08:00:00,16:30:00,DC56A3CF-7D60-49D7-B867-874923CEBCA1,2021-09-26,Nisqually River,District 11,Nisqually salmon 2021,74A9AC59-9C0B-498F-997F-C94C5DB6E7B7,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
382B299D-0026-4DA2-A417-E3386297D6CE,DD93D50A-5340-4993-8FD8-A4DD7A819A97,Chinook,NA,Adult,AD,NA,NA,Kept,2,Chinook_Adult_AD_Kept,2021,9,39,305,NA,NA,Yes,3,915,Complete,08:00:00,13:05:00,CADC8498-0FE9-4177-AB7F-E61C6710F033,2021-09-24,Nisqually River,District 11,Nisqually salmon 2021,EC6A6C2E-B142-42AB-9AB8-6C49C4190358,Bobber,Bait-Lure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
E4315804-DD82-4F2B-A27C-BC967A4C3B97,8F799A28-406A-405C-A253-1C649E0A6C11,Chinook,NA,Adult,AD,NA,NA,Kept,4,Chinook_Adult_AD_Kept,2021,9,39,370,NA,NA,Yes,2,740,Complete,07:00:00,13:10:00,CADC8498-0FE9-4177-AB7F-E61C6710F033,2021-09-24,Nisqually River,District 11,Nisqually salmon 2021,3DEF6EC6-13E6-4E2E-9189-950D7FDB033F,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
A520A404-8535-4FCC-9BD3-A8F940C63B51,BD76706C-4DCC-40CA-96ED-646A6A3F1730,Chinook,NA,Adult,AD,NA,NA,Released,8,Chinook_Adult_AD_Released,2021,9,39,444,NA,NA,Yes,3,1332,Complete,10:00:00,17:24:00,CADC8498-0FE9-4177-AB7F-E61C6710F033,2021-09-24,Nisqually River,District 11,Nisqually salmon 2021,9E158FF5-EC70-4C54-8AD5-9BD6D6536E6D,Bobber,Bait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
A520A404-8535-4FCC-9BD3-A8F940C63B51,3C354080-8DF2-4938-82D7-6B03CF79A590,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,39,444,NA,NA,Yes,3,1332,Complete,10:00:00,17:24:00,CADC8498-0FE9-4177-AB7F-E61C6710F033,2021-09-24,Nisqually River,District 11,Nisqually salmon 2021,9E158FF5-EC70-4C54-8AD5-9BD6D6536E6D,Bobber,Bait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
D88B8673-2FA1-473C-BD2C-9CCF63A073D1,F91916F7-7BDF-47AB-B920-39D42BB6F4FF,Chinook,NA,Adult,AD,NA,NA,Released,1,Chinook_Adult_AD_Released,2021,9,39,410,NA,NA,Yes,2,820,Complete,07:00:00,13:50:00,CADC8498-0FE9-4177-AB7F-E61C6710F033,2021-09-24,Nisqually River,District 11,Nisqually salmon 2021,752955AF-CCAD-468F-A1A4-196DF9ECFE3D,Bobber,Bait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
9DE6C603-27FC-4492-AE07-02CDFE374577,7FF4762B-2C4B-42C1-8948-DE3F453B178E,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,38,90,NA,NA,No,1,90,Complete,07:30:00,09:00:00,0912CB38-BC05-40C5-9491-4990BA0EF9A3,2021-09-23,Nisqually River,District 11,Nisqually salmon 2021,3126558B-62F3-4BDA-980E-7F204BA59242,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
897B1656-49EE-430E-AC12-DEFE57A7B0A0,A8CEBB07-732A-4D7E-BD5A-FF290B6FD9D2,Chinook,NA,Adult,UM,NA,NA,Released,1,Chinook_Adult_UM_Released,2021,9,38,140,NA,NA,No,1,140,Complete,06:00:00,08:20:00,0912CB38-BC05-40C5-9491-4990BA0EF9A3,2021-09-23,Nisqually River,District 11,Nisqually salmon 2021,B2F6CD64-4D45-4952-B1BE-9D2B5F175F7B,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
CE57C504-C86A-4256-BC53-CDAF249C3E37,290D286D-579B-426A-BF51-EEEA3392AC2F,Chinook,NA,Adult,AD,NA,NA,Kept,2,Chinook_Adult_AD_Kept,2021,9,38,677,NA,NA,No,3,2031,Complete,07:00:00,18:17:00,47BB9625-3700-4BF9-874B-B2ECA0FB1050,2021-09-23,Nisqually River,District 11,Nisqually salmon 2021,DE785F23-83BC-4D2B-B53B-5B7743759579,Bobber,Bait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
77E49FEC-0E14-44CE-9432-776E01B4DD53,7FDEF211-D536-47B6-87DB-639983413564,Chinook,NA,Adult,AD,NA,NA,Released,8,Chinook_Adult_AD_Released,2021,9,38,214,NA,NA,No,2,428,Complete,11:00:00,14:34:00,47BB9625-3700-4BF9-874B-B2ECA0FB1050,2021-09-23,Nisqually River,District 11,Nisqually salmon 2021,A3547464-53E8-4F28-9AE3-7755120E3D4F,Bobber,Bait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
4EFF04A7-E810-45CD-876B-202E1E6DD986,AA7C5933-AA93-46CA-BD1B-8B58971EE3CD,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,38,240,NA,NA,No,2,480,Complete,14:00:00,18:00:00,47BB9625-3700-4BF9-874B-B2ECA0FB1050,2021-09-23,Nisqually River,District 11,Nisqually salmon 2021,C58345AB-E671-4C58-B06D-4F0C994472F8,NA,Lure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
227C576B-F05F-4EAC-B8EF-4CB23244DB88,3047F1DE-B48C-4C92-864C-2B78044B57E2,Chinook,NA,Adult,AD,NA,NA,Kept,4,Chinook_Adult_AD_Kept,2021,9,38,424,NA,NA,No,3,1272,Complete,07:30:00,14:34:00,47BB9625-3700-4BF9-874B-B2ECA0FB1050,2021-09-23,Nisqually River,District 11,Nisqually salmon 2021,3E4852A3-FB98-4D55-8EBE-B19F56D84CCE,Bobber,Bait-Lure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
69F37875-897A-4FCF-9B7E-A6BBE837778A,41A8892D-2BAE-4902-B4AA-64B39386EFA2,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,38,90,NA,NA,No,1,90,Complete,15:00:00,16:30:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,A31891B7-ADB2-4719-B908-5BB1C2017B4D,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
69F37875-897A-4FCF-9B7E-A6BBE837778A,C6CC2CDD-DF33-4ADE-BFF4-93383C84185F,Chinook,NA,Adult,AD,NA,NA,Released,1,Chinook_Adult_AD_Released,2021,9,38,90,NA,NA,No,1,90,Complete,15:00:00,16:30:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,A31891B7-ADB2-4719-B908-5BB1C2017B4D,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
BFB434DB-6639-44F6-833E-7202601A3C6F,29B082AC-BDCA-4033-B366-0E3E84F61D35,Chinook,NA,Adult,UM,NA,NA,Kept,1,Chinook_Adult_UM_Kept,2021,9,38,130,NA,NA,No,1,130,Complete,09:00:00,11:10:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,BB1C03FA-DCB6-4B20-AEC9-A14B6ECE7AE5,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
AB00BD3C-1163-4895-B24B-8851014D7709,48FF40BF-A895-49D3-A1DC-B1CC158F2733,Chinook,NA,Adult,AD,NA,NA,Kept,2,Chinook_Adult_AD_Kept,2021,9,38,290,NA,NA,No,2,580,Complete,07:00:00,11:50:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,E7F7B5FD-1239-4E50-8F39-45679BB5B7BC,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
9A33BA22-281E-4CA5-BE5D-E03275478363,11AC46E0-D6A1-46DB-BE66-012695286E3C,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,38,230,NA,NA,No,2,460,Complete,08:30:00,12:20:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,13E173AC-04E8-4686-8346-AF87179673E6,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
AE67A044-9BB7-432D-B6A6-F593747C94A4,B9737ACD-E371-4DDD-9818-2B92A7AADCD5,Chinook,NA,Adult,AD,NA,NA,Released,2,Chinook_Adult_AD_Released,2021,9,38,150,NA,NA,No,1,150,Complete,12:00:00,14:30:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,7F8A164B-903C-488B-AE51-2A4E534F0A64,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
AE67A044-9BB7-432D-B6A6-F593747C94A4,25CC7FDB-12B9-4B5F-BB0D-69D7C53C7687,Chinook,NA,Adult,UM,NA,NA,Released,1,Chinook_Adult_UM_Released,2021,9,38,150,NA,NA,No,1,150,Complete,12:00:00,14:30:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,7F8A164B-903C-488B-AE51-2A4E534F0A64,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
AF069D18-AC66-4EA4-9794-30E85F5FCA2A,9F930A24-DE12-49FF-B53F-6157B1A2D7B7,Chinook,NA,Adult,UM,NA,NA,Released,1,Chinook_Adult_UM_Released,2021,9,38,270,NA,NA,No,1,270,Complete,09:30:00,14:00:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,EBBC4FDD-74C0-4D27-B1F2-6E784F34E68B,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
064E7D04-9384-413E-BE85-7406B95B6A9F,9690A3B3-BA58-467F-8386-9936B6DB16D3,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,38,400,NA,NA,No,2,800,Complete,06:20:00,13:00:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,5AD308A5-52CB-4FD9-B6EF-4291B3483483,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
646CA41A-309A-4A19-A454-EB42D2922069,61189001-2F02-45B9-8CD3-4D8E8E438DC2,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,38,420,NA,NA,No,2,840,Complete,07:45:00,14:45:00,3D9F756A-2D55-4E58-A977-E016A93A62E6,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,59151830-C831-4B24-B72C-C92F959B1570,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
C390BD06-D15B-4467-AD91-2A079C8ACE48,06F7788E-6FE7-4448-860C-CAD651C76797,Chinook,NA,Adult,AD,NA,NA,Kept,1,Chinook_Adult_AD_Kept,2021,9,38,192,NA,NA,No,1,192,Complete,11:00:00,14:12:00,A4268B54-7946-418F-A7A7-727E3E633F79,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,CAF17CAD-8A9C-40BA-9BCB-56C3CD9DCF21,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
C390BD06-D15B-4467-AD91-2A079C8ACE48,0829619B-3BE6-42A5-9E76-AE4EFEA73C35,Chinook,NA,Adult,UM,NA,NA,Released,1,Chinook_Adult_UM_Released,2021,9,38,192,NA,NA,No,1,192,Complete,11:00:00,14:12:00,A4268B54-7946-418F-A7A7-727E3E633F79,2021-09-20,Nisqually River,District 11,Nisqually salmon 2021,CAF17CAD-8A9C-40BA-9BCB-56C3CD9DCF21,Drift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-26T11:06:34Z,2024-11-26T19:06:34Z
