interview_id,catch_id,species,run,life_stage,fin_mark,sex,fork_length_cm,fate,fish_count,catch_group,event_date,water_body,year,month,week,fishing_duration_minutes,trip_guided,boat_type,boat_used,angler_count,angler_minutes,trip_status,fishing_start_time,fishing_end_time
D9584F6E-778C-4E12-8A70-DC1D3B923682,1C1C5EBD-3595-438A-B626-107B81C325A5,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,88,NA,NA,No,1,88,Complete,16:30:00,17:58:00
AB00BD3C-1163-4895-B24B-8851014D7709,307C83F5-4D13-4E04-8048-8C2932942615,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,290,NA,NA,No,2,580,Complete,07:00:00,11:50:00
9A33BA22-281E-4CA5-BE5D-E03275478363,1406D0AB-A453-4FC4-A175-0D60790E5620,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,230,NA,NA,No,2,460,Complete,08:30:00,12:20:00
9A33BA22-281E-4CA5-BE5D-E03275478363,24362F36-BC54-415B-927F-58B4AE6068EC,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-20,Nisqually River,2021,9,38,230,NA,NA,No,2,460,Complete,08:30:00,12:20:00
E9498D92-8B92-42CF-80A8-FAFD4A9F93EF,9D05034D-CF25-4AC4-94B4-C4CD7B370BD2,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,250,NA,NA,No,1,250,Complete,10:00:00,14:10:00
646CA41A-309A-4A19-A454-EB42D2922069,9CF0926B-0462-4061-8CAB-7980EE57CC88,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,420,NA,NA,No,2,840,Complete,07:45:00,14:45:00
48DD3CB6-39C0-4160-AC5F-E23A72EE1CB9,233DB318-785E-4679-9A67-9A6346500C95,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,235,NA,NA,No,1,235,Complete,06:00:00,09:55:00
8CF39B01-A250-4916-958D-44BB0FC1A228,12F40D93-7938-4591-914B-9ED90C512604,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,265,NA,NA,No,1,265,Complete,06:00:00,10:25:00
7FC7B06A-B491-4A64-9EFA-707F9CF1C72D,F8728000-E29B-4A97-9BDD-3F14C82343CA,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,240,NA,NA,No,1,240,Complete,12:00:00,16:00:00
AB5E7EF2-8FC5-4417-A49B-E7A38E876F37,2C846F71-06CB-41D6-8087-C7C538A770C2,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,95,NA,NA,No,1,95,Complete,07:00:00,08:35:00
5FF8963F-6900-4654-A676-FC149E4E2ECC,FB3972D2-8018-4F0C-BC8B-EA8F91235A4B,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,165,NA,NA,No,1,165,Complete,06:00:00,08:45:00
7A0B9387-F59D-47EC-A223-5D533F195A44,F71AA696-AB13-488B-93E7-F19A2538D2A1,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-20,Nisqually River,2021,9,38,115,NA,NA,No,1,115,Complete,06:00:00,07:55:00
5EB39046-9F43-4483-B2B6-D61A71BB52A4,D87CAABF-AC57-4D4A-B828-0E548BCF843B,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-19,Nisqually River,2021,9,38,420,NA,NA,No,1,420,Complete,07:00:00,14:00:00
B0F455CA-FA62-442E-95B5-6720DFB0D905,D62240D6-9513-4569-B27D-344348E74A7D,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-19,Nisqually River,2021,9,38,49,NA,NA,No,1,49,Complete,13:00:00,13:49:00
71E6FC47-7404-42AB-AD52-B2C668297E92,6AF6EE55-2887-48FC-8AEE-1EB150BF5C35,Pink,NA,NA,UNK,NA,NA,Kept,3,Pink_NA_UNK_Kept,2021-09-19,Nisqually River,2021,9,38,310,NA,NA,No,3,930,Complete,06:30:00,11:40:00
2CB85BC4-BA3E-4053-BF82-3DD5DA41C23A,2DEFDCA1-429F-4764-AAC6-27C1D2A7B46C,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-19,Nisqually River,2021,9,38,245,NA,NA,No,1,245,Complete,06:00:00,10:05:00
2A888534-A4DB-4887-8459-6682E28AF729,94C32390-1DD9-4D6E-848D-B8384296A232,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-19,Nisqually River,2021,9,38,270,NA,NA,No,2,540,Complete,06:00:00,10:30:00
2320A3DC-58A2-4F17-99E2-4EEB773413D3,8120DCC1-875A-4280-9BE6-EACBB700DBB8,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-19,Nisqually River,2021,9,38,260,NA,NA,No,1,260,Complete,09:30:00,13:50:00
0F05CC59-2D0B-4711-A76D-9922D82482AE,FC5143F5-D4CC-44CF-A9C2-791658ED9761,Pink,NA,NA,UNK,NA,NA,Kept,2,Pink_NA_UNK_Kept,2021-09-19,Nisqually River,2021,9,38,395,NA,NA,No,1,395,Complete,06:00:00,12:35:00
525FB936-3BAD-4D7C-8695-2A420E48560D,8ACBC778-B84C-4EF3-9A50-52EEFFD76DA4,Pink,NA,NA,UNK,NA,NA,Released,6,Pink_NA_UNK_Released,2021-09-19,Nisqually River,2021,9,38,110,NA,NA,No,1,110,Complete,10:30:00,12:20:00
80E980CE-4B16-457F-989A-3F9A09091EF6,C59532F2-7FEC-493E-83AA-183CA092FFA8,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-19,Nisqually River,2021,9,38,160,NA,NA,No,1,160,Complete,10:00:00,12:40:00
0AAD67F2-2234-4429-9247-1EF95DF26D0D,58CFFC03-76D9-49E4-92CA-81D51226D538,Pink,NA,NA,UNK,NA,NA,Released,3,Pink_NA_UNK_Released,2021-09-19,Nisqually River,2021,9,38,405,NA,NA,No,1,405,Complete,06:00:00,12:45:00
074FB15A-5D11-4261-80CA-0B9CA42E6ACB,C1C65351-424B-4BC3-B669-6367A366A9C8,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,300,NA,NA,No,1,300,Incomplete,10:00:00,15:00:00
821F3A09-901F-4087-B16A-5260C46451CC,AD21FCD7-02A9-4BBD-9EA5-C371AD913AC1,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,420,NA,NA,No,1,420,Complete,06:15:00,13:15:00
93349406-47AE-4137-90A1-5E1835583222,FF98CC48-87CC-4753-AE0B-EA6520792303,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,410,NA,NA,No,1,410,Complete,12:00:00,18:50:00
A73195FE-5EE0-401A-B775-6939BBCEC5C5,840A1A27-127C-4802-A116-890306887A16,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,185,NA,NA,No,1,185,Complete,10:30:00,13:35:00
16514641-C44F-4542-B77E-26AD33A634A8,FB942AC5-E5DA-41B4-AF06-35E0ABB5FE8D,Pink,NA,NA,UNK,NA,NA,Kept,3,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,270,NA,NA,No,2,540,Complete,06:00:00,10:30:00
D015129C-FFF6-4C90-990C-49E6D89083C3,7BBA08C3-CD58-458A-9DAC-557DB104B2E9,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,200,NA,NA,No,1,200,Complete,06:30:00,09:50:00
0F358656-9596-4616-90DE-D56EC660DE5B,0A16307F-8B81-49AA-9FE8-81F7F14B0698,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,160,NA,NA,No,2,320,Complete,07:30:00,10:10:00
600C94A1-5DE2-4FEB-B8B8-2AD58AFC65A2,E57A7586-7DEA-47A5-82C8-2C61ED03F63F,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,130,NA,NA,No,2,260,Complete,09:30:00,11:40:00
9D3436D2-6058-440A-A748-0CBDDE4BF985,EA221225-9ACF-461B-ADA8-B97E12BA172D,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,250,NA,NA,No,2,500,Complete,06:30:00,10:40:00
2B1E3A21-235F-4619-A2FD-9DC6BF5BAEBA,E88A0AF6-BA4D-41E5-AD7C-648413B65F8C,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,380,NA,NA,No,1,380,Complete,09:00:00,15:20:00
A2389E57-9C92-4190-A47E-80818637298B,C93D1040-A29E-4915-94A1-70B1A7010606,Pink,NA,NA,UNK,NA,NA,Kept,2,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,315,NA,NA,No,1,315,Complete,09:20:00,14:35:00
1693FA28-C041-4B03-BEB0-486A2898D71C,70A9674E-1DD9-4ADB-8C0B-7F4AE6571639,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,425,NA,NA,No,1,425,Complete,10:00:00,17:05:00
F9F2D5D9-C75F-4DE9-B8E7-8D65D3C6D5DD,B6B05C6E-376D-47AA-A1BF-BA215FA9D23B,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,255,NA,NA,No,1,255,Complete,12:00:00,16:15:00
F7690842-A727-4893-B673-CC44D8C82BA1,751B5EE2-91B4-430D-8163-7C3CC9ECB89D,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,320,NA,NA,No,1,320,Complete,07:00:00,12:20:00
84614A6A-3281-4216-8A10-8EE3B3440EFF,D3163DF5-A924-4DFF-B555-AF747B1D7594,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,365,NA,NA,No,1,365,Complete,06:15:00,12:20:00
F61120AB-D025-45DC-87E3-A93B5E30BBFD,5280D97F-8310-46E4-BD46-E64E4939EE91,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,345,NA,NA,No,2,690,Complete,06:00:00,11:45:00
6813694F-05CF-4840-9848-1DD171A2B1BA,3B0A8885-7B48-4C0E-AF87-14D9810CCFFE,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,160,NA,NA,No,1,160,Complete,09:30:00,12:10:00
1268E10C-454B-4FCF-AD1D-78A3B273B6B8,4E27C4DB-6036-4322-AA2D-7EA80FA860D5,Pink,NA,NA,UNK,NA,NA,Released,3,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,375,NA,NA,No,1,375,Complete,06:30:00,12:45:00
324BBBD5-2E9C-4722-8429-06D7A82F105F,5F9FEB78-97E6-4891-B636-5837E6BDEB9B,Pink,NA,NA,UNK,NA,NA,Kept,2,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,175,NA,NA,No,1,175,Complete,11:00:00,13:55:00
B0BAF47A-91E4-41EE-96DF-43543F83ADC8,E82945ED-18ED-4542-B251-073F51A6A827,Pink,NA,NA,UNK,NA,NA,Released,5,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,160,NA,NA,No,1,160,Complete,07:00:00,09:40:00
AF4646FD-CF69-4EEF-B744-47AA5B394AEC,DFA69B42-BFE2-44C1-B24D-7B7D4795D392,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,295,NA,NA,No,1,295,Complete,06:30:00,11:25:00
D49C01F4-71FA-4D40-9345-7509A21FFCBD,FDD38923-C28C-4628-A950-558FAF62098A,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,120,NA,NA,No,1,120,Complete,06:00:00,08:00:00
6DC65C08-850C-4A09-ADC2-648C57B54DCC,CCB56B89-8EBE-4CB3-A8F8-7F59B9FBB0DA,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,120,NA,NA,No,1,120,Complete,06:30:00,08:30:00
B2BB7F34-6953-410F-9BD0-C522331163A4,B3543FC0-ED5A-477F-914B-A7CA47DDB891,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,160,NA,NA,No,1,160,Complete,06:00:00,08:40:00
0F1B410F-52FD-4703-B09D-971D958BD260,70D2F937-5E87-46D0-975E-0C86DCFB4744,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,145,NA,NA,No,1,145,Complete,06:15:00,08:40:00
37CCA191-39BD-4978-8548-48DE65E75234,2E5BCB58-8F6D-4129-89ED-DD542DD663EE,Pink,NA,NA,UNK,NA,NA,Released,6,Pink_NA_UNK_Released,2021-09-18,Nisqually River,2021,9,38,100,NA,NA,No,1,100,Complete,09:00:00,10:40:00
39CE1B28-ED0D-4536-86E6-7CA525F674F3,E4025EC5-3E8A-4139-BC5B-DFF86C45BADA,Pink,NA,NA,UNK,NA,NA,Kept,2,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,135,NA,NA,No,1,135,Complete,09:00:00,11:15:00
388BD661-3D8E-48F2-A248-5EC678A5D674,585026BE-9DC1-43A0-9D89-BD94B1CCFC2D,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,255,NA,NA,No,1,255,Complete,06:00:00,10:15:00
0091F6CF-FE8C-416F-9597-43CB99741255,A9B36CCB-C676-4CD4-ABAE-A2BD612E0F50,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-18,Nisqually River,2021,9,38,215,NA,NA,No,1,215,Complete,06:00:00,09:35:00
E9C985D4-9099-4139-8E27-B354F908EEC7,D60A9B3D-41A2-448D-9FA6-55D823351577,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,130,NA,NA,No,1,130,Complete,14:30:00,16:40:00
51CD74D0-627A-4C41-A042-1A124205D345,4CB9BE7C-26D2-4CF3-AA94-396592D6B299,Pink,NA,NA,UNK,NA,NA,Released,4,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,420,NA,NA,No,2,840,Complete,10:00:00,17:00:00
B26ECD64-2139-4326-BC3D-AAF3B32A0372,DE816699-F4A7-4DB9-B3E9-2ADCF444C8D0,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-17,Nisqually River,2021,9,38,230,NA,NA,No,2,460,Complete,06:20:00,10:10:00
2E49E99D-D0C5-458E-BEF3-71103CB64E24,1301F8B0-116F-4F0D-9480-E039FA5C871E,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,520,NA,NA,Yes,2,1040,Complete,07:20:00,16:00:00
41C44150-1335-431E-B49F-A0C6C61E493A,BB990B45-B703-42BC-B6EE-43B60A865E71,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,413,NA,NA,No,1,413,Incomplete,09:00:00,15:53:00
65F1795A-668D-49AE-A2A3-D85429DAA5DC,223C7DF6-E6AD-4B05-9E7C-88E7509000B0,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,375,NA,NA,No,2,750,Complete,10:00:00,16:15:00
9392C3BC-0143-41A1-8BAD-541CC1A01149,7B1BD9D0-6266-4AC3-ACA1-8CBB5DD7E7CD,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-17,Nisqually River,2021,9,38,148,NA,NA,No,3,444,Incomplete,12:00:00,14:28:00
E25F071E-FA0E-4562-904A-106064D4A9AF,D907D9BA-A425-44E7-AC31-A94484A47043,Pink,NA,NA,UNK,NA,NA,Released,4,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,180,NA,NA,No,1,180,Complete,11:00:00,14:00:00
4ACEE959-E9F3-44C9-91AF-5D72B3646754,E60E5891-41CB-42FD-8F8A-5CBB132D04D9,Pink,NA,NA,UNK,NA,NA,Released,4,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,220,NA,NA,No,1,220,Complete,10:00:00,13:40:00
E5DAB2C2-5DD2-41A1-A2D4-247E709AB8C7,248583BB-F618-4DF4-AD5E-F36869055FD0,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,195,NA,NA,No,1,195,Complete,11:00:00,14:15:00
1F8C8385-3DF4-4A91-8563-E4D1D23C334E,EF6C3964-C21F-41F4-BBCB-D03381FD28D5,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-17,Nisqually River,2021,9,38,390,NA,NA,No,1,390,Complete,06:30:00,13:00:00
43E2CE49-D790-4610-96EF-307F66308403,A8AEE2AA-3298-4705-A23E-7C24B71F654C,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,425,NA,NA,No,1,425,Complete,09:00:00,16:05:00
86B5FE7E-56A5-4C6F-BE95-CCB5DD770137,FA055E88-2C96-4682-AB5D-14498BED3F22,Pink,NA,NA,UNK,NA,NA,Released,6,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,165,NA,NA,No,1,165,Complete,13:00:00,15:45:00
7DAF0866-D661-4DBB-9C99-77C07DB943FB,46EE71C3-4C3B-43F8-AFBC-C5DBE314E4CF,Pink,NA,NA,UNK,NA,NA,Released,6,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,150,NA,NA,No,1,150,Complete,13:00:00,15:30:00
C2070150-E6E4-40E5-A237-06CF24CAB769,ED119B21-AA00-40C0-B0FD-646CD6702B38,Pink,NA,NA,UNK,NA,NA,Released,3,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,195,NA,NA,No,1,195,Complete,12:00:00,15:15:00
34EA5985-DBB2-4B50-9052-76B7B08CDF0D,7A99B3C9-CA4B-4E6F-8124-A8659647CA58,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,465,NA,NA,No,1,465,Complete,08:00:00,15:45:00
00728164-C849-4C0B-94D9-7C338AB11790,57E49A67-5E0D-4A1D-BB57-ED16370F7708,Pink,NA,NA,UNK,NA,NA,Kept,2,Pink_NA_UNK_Kept,2021-09-17,Nisqually River,2021,9,38,135,NA,NA,No,1,135,Complete,07:00:00,09:15:00
71D7A95F-4E93-4447-8A39-FFAE43F06E8E,5DDFD55B-89B5-49FA-AD11-397C5CC059A6,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,120,NA,NA,No,1,120,Complete,07:00:00,09:00:00
A66D3B60-34A4-4985-ACE8-50E267C5E9AA,7541A26E-A3B8-411B-94F2-7AB3BD4E37BC,Pink,NA,NA,UNK,NA,NA,Released,5,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,100,NA,NA,No,1,100,Complete,06:15:00,07:55:00
A66D3B60-34A4-4985-ACE8-50E267C5E9AA,8D06565C-540D-47E2-9B5D-421494ADEBF8,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-17,Nisqually River,2021,9,38,100,NA,NA,No,1,100,Complete,06:15:00,07:55:00
0DC8CF05-CB57-42A8-889D-68CA7A8A024E,C2045280-174D-4709-9C56-FB89F215AE39,Pink,NA,NA,UNK,NA,NA,Released,5,Pink_NA_UNK_Released,2021-09-17,Nisqually River,2021,9,38,190,NA,NA,No,3,570,Complete,07:30:00,10:40:00
0DC8CF05-CB57-42A8-889D-68CA7A8A024E,2DD39F37-8259-4E59-A32C-418321DB975A,Pink,NA,NA,UNK,NA,NA,Kept,3,Pink_NA_UNK_Kept,2021-09-17,Nisqually River,2021,9,38,190,NA,NA,No,3,570,Complete,07:30:00,10:40:00
7DE3CE26-5197-4D62-83DF-66D9855DA09C,0322E7EA-99FE-448A-A298-737576985B5A,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-15,Nisqually River,2021,9,37,510,NA,NA,No,2,1020,Incomplete,06:00:00,14:30:00
55C01745-6642-4319-8D21-1C23E303609A,CCCFE2B3-154B-4E52-B5BA-2FDC26804D37,Pink,NA,NA,UNK,NA,NA,Kept,1,Pink_NA_UNK_Kept,2021-09-15,Nisqually River,2021,9,37,265,NA,NA,No,1,265,Complete,09:30:00,13:55:00
1DA85D35-29C9-41C8-AD30-B094E7DF751B,B0E4D64B-82C9-433C-BF58-006601866765,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,250,NA,NA,No,2,500,Complete,15:00:00,19:10:00
892709AB-D42F-499C-8DCC-5D11143BD0AA,3632DCAF-7531-4B97-987C-6CC844F15EA1,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,320,NA,NA,No,1,320,Complete,14:00:00,19:20:00
53815E48-8830-4F3A-AE92-D11549BE9DD7,B80D4A30-E05C-4ADB-A77D-1EFACEB74410,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,70,NA,NA,No,1,70,Complete,12:00:00,13:10:00
64074EB0-7C12-44F9-8DCE-9CF864864135,CC719727-D78B-47A7-9619-2D5B792DF085,Pink,NA,NA,UNK,NA,NA,Released,6,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,390,NA,NA,No,1,390,Complete,06:30:00,13:00:00
6195DA5F-FF38-4895-9533-7224C165C452,0ECADE8D-3088-4043-B2CF-C8E79CF9B5E4,Pink,NA,NA,UNK,NA,NA,Released,6,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,270,NA,NA,No,1,270,Complete,07:00:00,11:30:00
A12041AC-AD25-4F30-8497-B3125BABFAE5,CA385D56-CDB5-420C-BC26-C87ADF8EA514,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,230,NA,NA,No,2,460,Complete,06:30:00,10:20:00
B2B5069F-FDE8-480C-832B-BAAB286F3C5E,3F54F755-7335-4107-BBFE-D9E1428A0622,Pink,NA,NA,UNK,NA,NA,Released,3,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,58,NA,NA,No,2,116,Incomplete,15:00:00,15:58:00
6A2C4689-191C-42F4-89B0-FB1E2F69FAFE,E186D404-414D-4AB6-922F-141C5A4F2923,Pink,NA,NA,UNK,NA,NA,Released,1,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,190,NA,NA,No,1,190,Incomplete,12:00:00,15:10:00
013B74B6-F663-41A4-BDF6-B064A876E4D7,D22B1AD5-07CB-4857-BCA5-9829D2B25F30,Pink,NA,NA,UNK,NA,NA,Released,2,Pink_NA_UNK_Released,2021-09-15,Nisqually River,2021,9,37,250,NA,NA,No,1,250,Incomplete,11:00:00,15:10:00
