interview_id,species,life_stage,fin_mark,fate,event_date,water_body,fishing_duration_minutes,angler_count,year,month,week,angler_minutes,fish_count,management_week
0457A0E5-C22A-458E-97FF-293F88CCD630,Chinook,Adult,UM,Released,2022-10-15,Nisqually River,168,1,2022,10,42,168,1,42
04739EA9-9401-41D5-B6A6-C4AA77EBF6B2,Chinook,Adult,AD,Released,2023-09-28,Nisqually River,240,1,2023,9,39,240,3,39
04739EA9-9401-41D5-B6A6-C4AA77EBF6B2,Chinook,Adult,UM,Released,2023-09-28,Nisqually River,240,1,2023,9,39,240,5,39
04E5B63F-75EE-46C6-8816-EA82565A267E,Chinook,Adult,UM,Released,2021-08-26,Nisqually River,735,1,2021,8,34,735,10,35
054AEACC-12D7-4072-ABBE-D90665486896,Chinook,Adult,AD,Kept,2021-08-31,Nisqually River,325,2,2021,8,35,650,4,36
054AEACC-12D7-4072-ABBE-D90665486896,Chinook,Adult,UM,Released,2021-08-31,Nisqually River,325,2,2021,8,35,650,2,36
05620A37-34A5-453D-B2A1-E77F3780DD98,Chinook,Adult,AD,Kept,2021-08-27,Nisqually River,255,1,2021,8,35,255,1,35
05620A37-34A5-453D-B2A1-E77F3780DD98,Chinook,Adult,AD,Released,2021-08-27,Nisqually River,255,1,2021,8,35,255,1,35
05C2FA6A-54C8-4E8B-A5F9-73A6D9FB0660,Chinook,Jack,AD,Kept,2023-09-07,Nisqually River,458,2,2023,9,36,916,1,36
0604A6A7-F6F9-4801-819C-D618B3DA75FB,Chinook,Adult,UM,Released,2021-09-01,Nisqually River,380,1,2021,9,35,380,10,36
0646E851-3ABA-4F7E-AB67-223FC10113CA,Chinook,Adult,AD,Kept,2021-08-16,Nisqually River,220,2,2021,8,33,440,1,34
064E7D04-9384-413E-BE85-7406B95B6A9F,Chinook,Adult,AD,Kept,2021-09-20,Nisqually River,400,2,2021,9,38,800,1,39
0688E0FC-E6C5-4391-B2A0-FE57967740A0,Chinook,Adult,AD,Kept,2021-09-01,Nisqually River,255,1,2021,9,35,255,2,36
069CCD05-9989-45CF-891A-31AB8DC664AB,Chinook,Adult,UM,Released,2021-09-15,Nisqually River,210,1,2021,9,37,210,4,38
06E7A1C2-574E-4726-B86D-49DE1420766D,Chinook,Adult,UM,Released,2022-08-27,Nisqually River,695,2,2022,8,35,1390,2,35
06E7A1C2-574E-4726-B86D-49DE1420766D,Chinook,Jack,AD,Kept,2022-08-27,Nisqually River,695,2,2022,8,35,1390,1,35
06FDB383-5579-4E2C-B31C-333D661F5F23,Chinook,Adult,AD,Kept,2022-10-01,Nisqually River,100,1,2022,10,40,100,1,40
074757F7-AA9E-4EEC-8BF5-2A03A95B135C,Chinook,Adult,AD,Kept,2023-09-02,Nisqually River,94,2,2023,9,35,188,1,35
076E0C8E-921B-4740-8E2B-7DEB6111034D,Chinook,Adult,UM,Released,2021-09-03,Nisqually River,NA,2,2021,9,36,NA,2,36
07752B64-C0C0-4AE0-A239-CC9B052E0B58,Chinook,Adult,AD,Kept,2022-09-24,Nisqually River,81,1,2022,9,39,81,1,39
077FBDF0-6A1D-498B-AABD-9F96160D6B2B,Chinook,Adult,UM,Released,2023-09-02,Nisqually River,248,1,2023,9,35,248,1,35
07C25595-5010-4C05-B183-8AB78B33600C,Chinook,Adult,AD,Kept,2023-09-02,Nisqually River,383,4,2023,9,35,1532,2,35
07C25595-5010-4C05-B183-8AB78B33600C,Chinook,Adult,UM,Released,2023-09-02,Nisqually River,383,4,2023,9,35,1532,3,35
07C25595-5010-4C05-B183-8AB78B33600C,Chinook,Jack,AD,Kept,2023-09-02,Nisqually River,383,4,2023,9,35,1532,2,35
07D7CAA3-6B19-47DA-B38F-6048FAB970D4,Chinook,Adult,AD,Kept,2021-08-26,Nisqually River,175,1,2021,8,34,175,1,35
07DF0A41-9404-404C-AF22-CC6AEAFD5C28,Chinook,Adult,UM,Released,2021-08-20,Nisqually River,195,1,2021,8,34,195,6,34
07EBF346-E813-4354-8AB4-B43218489534,Chinook,Jack,AD,Kept,2023-09-15,Nisqually River,360,1,2023,9,37,360,1,37
083A9875-EE27-48F2-A526-0AEFF51FC47F,Chinook,Adult,AD,Kept,2022-09-16,Nisqually River,354,2,2022,9,37,708,2,38
083A9875-EE27-48F2-A526-0AEFF51FC47F,Chinook,Jack,AD,Kept,2022-09-16,Nisqually River,354,2,2022,9,37,708,1,38
083E16A1-52AF-4194-AB05-DBC0FAC9CA6E,Chinook,Adult,AD,Kept,2021-09-17,Nisqually River,60,1,2021,9,38,60,2,38
0855212B-A266-44F0-98D8-6D47127A863C,Chinook,Jack,AD,Kept,2023-09-02,Nisqually River,413,1,2023,9,35,413,1,35
086A76E5-D18B-40FE-89A9-ADBC8BF94144,Chinook,Adult,UM,Released,2023-09-09,Nisqually River,626,2,2023,9,36,1252,1,36
08AFAF21-2C14-41D4-B447-9D7E90770131,Chinook,Adult,AD,Kept,2022-09-29,Nisqually River,225,1,2022,9,39,225,1,40
08CCFB15-62EA-47CA-86FA-303936A23241,Chinook,Adult,AD,Kept,2022-09-17,Nisqually River,375,1,2022,9,38,375,1,38
08CCFB15-62EA-47CA-86FA-303936A23241,Chinook,Adult,AD,Released,2022-09-17,Nisqually River,375,1,2022,9,38,375,1,38
08E6B076-4B8B-4203-A90F-3B4358CE946B,Chinook,Adult,AD,Released,2021-08-31,Nisqually River,615,1,2021,8,35,615,2,36
08E6B076-4B8B-4203-A90F-3B4358CE946B,Chinook,Adult,UM,Released,2021-08-31,Nisqually River,615,1,2021,8,35,615,8,36
08F97D54-9B19-4DA8-A378-6969668B0C3C,Chinook,Adult,AD,Released,2021-08-28,Nisqually River,240,1,2021,8,35,240,1,35
090CCF22-B4AC-4F4C-BF4C-6E4D3B6AF7E9,Chinook,Jack,UM,Released,2021-08-12,Nisqually River,150,1,2021,8,32,150,1,33
09109E12-E119-4F56-AED7-D5B3B864BCCE,Chinook,Jack,AD,Released,2023-09-12,Nisqually River,201,1,2023,9,37,201,1,37
0960707F-E807-4C93-9DC1-11F7BBD23D40,Chinook,Adult,UM,Released,2023-09-14,Nisqually River,288,2,2023,9,37,576,1,37
096583AD-2839-441E-A2BE-14A9108B938E,Chinook,Adult,AD,Kept,2021-08-26,Nisqually River,150,1,2021,8,34,150,2,35
096583AD-2839-441E-A2BE-14A9108B938E,Chinook,Adult,AD,Released,2021-08-26,Nisqually River,150,1,2021,8,34,150,1,35
09F8908C-E969-4F70-A076-025B6FF914DD,Chinook,Adult,AD,Kept,2022-09-20,Nisqually River,348,1,2022,9,38,348,1,39
0A29CA66-7D1D-4B55-95B1-C9DED03AF467,Chinook,Adult,AD,Kept,2022-09-24,Nisqually River,294,2,2022,9,39,588,1,39
0A69FDDF-7595-42BF-AB5C-BC05D94A33F8,Chinook,Adult,AD,Kept,2021-08-27,Nisqually River,360,1,2021,8,35,360,1,35
0AA7558D-67BB-4FA1-BFF6-FB80648ABE3D,Chinook,Adult,UM,Released,2021-09-03,Nisqually River,235,1,2021,9,36,235,6,36
0AEF462E-E481-4E04-B4E9-716EE7B428EA,Chinook,Adult,AD,Kept,2021-08-26,Nisqually River,230,1,2021,8,34,230,1,35
0B2E51C5-74B5-4432-8BAF-CA541F4B1D3A,Chinook,Adult,AD,Kept,2023-08-19,Nisqually River,509,1,2023,8,33,509,2,33
0B55AEBC-F5CD-4F37-8515-9B02C5EED9EB,Chinook,Jack,AD,Kept,2023-08-30,Nisqually River,217,1,2023,8,35,217,2,35
0C0471FB-39DE-4E4B-A17E-A3CA3481618A,Chinook,Adult,UM,Released,2021-08-26,Nisqually River,135,1,2021,8,34,135,2,35
0C0B77C8-D394-4F49-A24F-DFE92B74059B,Chinook,Jack,AD,Kept,2021-08-26,Nisqually River,735,2,2021,8,34,1470,3,35
0C570AE8-6094-4D99-B029-C79DD0BC0A34,Chinook,Adult,AD,Kept,2023-08-30,Nisqually River,469,1,2023,8,35,469,1,35
0C7592F2-B25E-4A99-8838-EF5EFC4A1682,Chinook,Adult,AD,Kept,2021-09-11,Nisqually River,420,1,2021,9,37,420,1,37
0D1E65AD-B0ED-42E7-850A-8FDFC36BCB37,Chinook,Adult,AD,Kept,2021-09-15,Nisqually River,395,1,2021,9,37,395,1,38
0D248112-18C2-47AF-9DEB-A503F452CF7B,Chinook,Adult,UM,Released,2023-08-25,Nisqually River,310,1,2023,8,34,310,1,34
0D2D1E5D-8C10-4DFC-AABD-3B13AE034D45,Chinook,Adult,AD,Kept,2022-08-27,Nisqually River,226,1,2022,8,35,226,1,35
0D55228A-0D51-49C7-A11B-144873667972,Chinook,Jack,AD,Kept,2023-09-15,Nisqually River,299,2,2023,9,37,598,1,37
0D8B4247-1343-4E4E-BA30-066233A15901,Chinook,Jack,UM,Released,2023-09-07,Nisqually River,218,1,2023,9,36,218,1,36
0DA73D14-71F7-4788-9BFC-D3D272B6F96E,Chinook,Jack,AD,Released,2021-08-06,Nisqually River,395,1,2021,8,32,395,1,32
0DA73D14-71F7-4788-9BFC-D3D272B6F96E,Chinook,Jack,UM,Released,2021-08-06,Nisqually River,395,1,2021,8,32,395,1,32
0DB2FAD6-170D-4C3A-AC23-7F531FC1D906,Chinook,Adult,UM,Released,2021-09-15,Nisqually River,230,1,2021,9,37,230,2,38
0E2D044B-CD6D-4439-AA32-908580FB1778,Chinook,Adult,UM,Released,2022-09-28,Nisqually River,116,1,2022,9,39,116,2,40
0E2E2D86-16BE-4E34-A091-5B618495EE74,Chinook,Adult,UM,Released,2021-08-20,Nisqually River,210,1,2021,8,34,210,2,34
0E765C60-3CF1-48AA-B21C-2EA931165163,Chinook,Adult,AD,Kept,2023-09-12,Nisqually River,56,1,2023,9,37,56,1,37
0EC23BF2-EB4A-428E-ACB7-6E374001124B,Chinook,Adult,AD,Kept,2021-08-26,Nisqually River,300,2,2021,8,34,600,1,35
0ED6B2E7-4EFD-44C1-A518-73B65031C279,Chinook,Adult,UM,Released,2021-08-21,Nisqually River,150,1,2021,8,34,150,2,34
0EED3B26-9FAB-42AB-BD55-A06491E27725,Chinook,Adult,AD,Kept,2023-09-22,Nisqually River,341,2,2023,9,38,682,1,38
0F47D74A-540A-454C-A3BC-419F8BE682C3,Chinook,Adult,AD,Released,2021-09-03,Nisqually River,242,1,2021,9,36,242,1,36
0F5BCD04-ED84-4477-A7E3-49F3391F096B,Chinook,Adult,AD,Released,2022-09-29,Nisqually River,403,1,2022,9,39,403,1,40
0F7B838F-1143-420E-A469-0B8F3FF788CC,Chinook,Jack,AD,Kept,2023-09-15,Nisqually River,171,1,2023,9,37,171,1,37
0F7D7A93-F3C3-40EF-B08F-41702945CA0F,Chinook,Adult,UM,Kept,2021-08-06,Nisqually River,170,1,2021,8,32,170,1,32
0FB54A4F-7DC6-4A82-A1B8-A24E293B49F9,Chinook,Adult,AD,Kept,2021-08-16,Nisqually River,120,1,2021,8,33,120,2,34
0FC4CCDE-D1CE-4E71-8BF7-433DCCC97674,Chinook,Adult,AD,Kept,2022-09-03,Nisqually River,199,1,2022,9,36,199,1,36
0FC4CCDE-D1CE-4E71-8BF7-433DCCC97674,Chinook,Jack,AD,Kept,2022-09-03,Nisqually River,199,1,2022,9,36,199,1,36
0FDE9D5B-3C11-470F-8649-3512E1180091,Chinook,Adult,UM,Released,2023-09-16,Nisqually River,249,1,2023,9,37,249,1,37
105883A3-8189-4160-9750-AA07E2D1BCA8,Chinook,Adult,AD,Released,2021-09-15,Nisqually River,165,2,2021,9,37,330,1,38
10A09192-CC65-4147-8CBD-C5C46D3FC8EF,Chinook,Adult,UM,Released,2022-09-28,Nisqually River,120,1,2022,9,39,120,1,40
10D6D743-C852-4C85-89CC-2811A9D17587,Chinook,Adult,AD,Kept,2022-09-03,Nisqually River,291,2,2022,9,36,582,2,36
112E291C-0BE4-459D-ADC8-7BE09A41852D,Chinook,Adult,AD,Kept,2023-09-19,Nisqually River,62,1,2023,9,38,62,1,38
112E291C-0BE4-459D-ADC8-7BE09A41852D,Chinook,Adult,AD,Released,2023-09-19,Nisqually River,62,1,2023,9,38,62,1,38
112E291C-0BE4-459D-ADC8-7BE09A41852D,Chinook,Adult,UM,Released,2023-09-19,Nisqually River,62,1,2023,9,38,62,1,38
113DC63B-6B2E-4535-BC29-7D5657EB2D77,Chinook,Jack,AD,Kept,2023-09-16,Nisqually River,161,1,2023,9,37,161,1,37
11654B34-3E05-410E-BE34-992FAA31BB91,Chinook,Adult,AD,Kept,2021-08-31,Nisqually River,135,2,2021,8,35,270,1,36
118B4DDA-D4B4-422C-B8A0-15A2C1E351BC,Chinook,Adult,UM,Released,2021-09-04,Nisqually River,280,2,2021,9,36,560,4,36
118DC069-83DB-424E-8761-D41F7C2BA118,Chinook,Adult,AD,Released,2021-08-14,Nisqually River,175,1,2021,8,33,175,1,33
11B65D57-B096-4949-861A-141EFAF8FA96,Chinook,Adult,AD,Kept,2021-08-31,Nisqually River,90,1,2021,8,35,90,1,36
1233764B-6CD4-4B59-90B6-0CEB715B644B,Chinook,Adult,AD,Kept,2023-08-26,Nisqually River,142,1,2023,8,34,142,1,34
139837BC-BE68-4265-B4A7-9ED7D636DABA,Chinook,Adult,AD,Kept,2023-08-25,Nisqually River,195,1,2023,8,34,195,2,34
139837BC-BE68-4265-B4A7-9ED7D636DABA,Chinook,Adult,UM,Released,2023-08-25,Nisqually River,195,1,2023,8,34,195,2,34
13E80EDE-292B-466F-9533-B7E4DDE8DC4E,Chinook,Adult,UM,Released,2022-09-03,Nisqually River,258,1,2022,9,36,258,1,36
14347C00-CD20-4A79-A241-4A7E80BBF3D9,Chinook,Adult,UM,Released,2023-09-30,Nisqually River,204,1,2023,9,39,204,2,39
1449FBE3-5DA1-4214-B3C3-B37E6705EBE6,Chinook,Adult,AD,Kept,2023-08-24,Nisqually River,180,2,2023,8,34,360,1,34
1449FBE3-5DA1-4214-B3C3-B37E6705EBE6,Chinook,Jack,AD,Kept,2023-08-24,Nisqually River,180,2,2023,8,34,360,1,34
145A9855-009E-4CDB-8CBC-0ECDAB235166,Chinook,Adult,AD,Kept,2021-08-26,Nisqually River,105,1,2021,8,34,105,1,35
145A9855-009E-4CDB-8CBC-0ECDAB235166,Chinook,Adult,UM,Released,2021-08-26,Nisqually River,105,1,2021,8,34,105,2,35
14982796-536D-4EA9-A698-808D9364BB1C,Chinook,Adult,AD,Released,2022-09-30,Nisqually River,345,1,2022,9,39,345,1,40
14FD69BF-C778-4382-B445-AD4DBD3DCFA0,Chinook,Adult,AD,Kept,2021-09-11,Nisqually River,370,1,2021,9,37,370,1,37
155C961D-50A4-439A-96AE-6F3EABAAB9D5,Chinook,Adult,AD,Kept,2022-09-20,Nisqually River,365,1,2022,9,38,365,2,39
15A1AA58-6B57-462A-996D-B69C99904107,Chinook,Adult,UM,Released,2021-09-03,Nisqually River,390,1,2021,9,36,390,2,36
15C04747-E1F9-4916-9EB3-9D7507B94A3D,Chinook,Adult,UM,Released,2023-08-11,Nisqually River,249,1,2023,8,32,249,1,32
15CDB674-C70A-4F5B-8491-715CC5674AC1,Chinook,Adult,UM,Released,2021-09-04,Nisqually River,375,2,2021,9,36,750,2,36
15E03DDA-94A8-4CA3-8045-581E76D746F0,Chinook,Adult,AD,Kept,2021-08-16,Nisqually River,105,1,2021,8,33,105,1,34
15E5230D-164C-40E9-A91D-1E9C0DD6993B,Chinook,Adult,UM,Released,2021-08-21,Nisqually River,310,2,2021,8,34,620,2,34
161217AF-879D-4C3B-B1BA-0C0020B2DD48,Chinook,Adult,AD,Kept,2021-08-25,Nisqually River,195,1,2021,8,34,195,1,35
161217AF-879D-4C3B-B1BA-0C0020B2DD48,Chinook,Adult,AD,Released,2021-08-25,Nisqually River,195,1,2021,8,34,195,1,35
161217AF-879D-4C3B-B1BA-0C0020B2DD48,Chinook,Adult,UM,Released,2021-08-25,Nisqually River,195,1,2021,8,34,195,2,35
16EE942A-3C63-410F-AE6D-150F59022A38,Chinook,Adult,AD,Released,2022-09-23,Nisqually River,251,1,2022,9,38,251,1,39
17145201-0229-4485-8344-8007E7DF232E,Chinook,Adult,AD,Released,2021-09-20,Nisqually River,210,1,2021,9,38,210,1,39
172071D6-CF06-4521-85BC-72658FEBCCD1,Chinook,Adult,AD,Kept,2022-09-28,Nisqually River,435,1,2022,9,39,435,1,40
1869BAC8-3BA4-48A1-B845-F00AD1CA217E,Chinook,Adult,AD,Kept,2022-09-22,Nisqually River,194,1,2022,9,38,194,1,39
18950D6C-DE86-41BB-8BCE-ABA8DEC96328,Chinook,Adult,AD,Kept,2023-09-12,Nisqually River,376,1,2023,9,37,376,1,37
18D5E7DC-E21A-4E77-9056-26DF89A8D77E,Chinook,Adult,AD,Released,2023-09-19,Nisqually River,120,1,2023,9,38,120,1,38
190B5243-0D4D-4F99-ABBB-9B58DAC7720D,Chinook,Adult,AD,Kept,2023-08-17,Nisqually River,188,1,2023,8,33,188,1,33
19218E9D-FC40-4634-9AEE-C3E0076EA41A,Chinook,Adult,AD,Kept,2021-09-11,Nisqually River,150,1,2021,9,37,150,1,37
194E53F9-B469-4639-8C2E-A2DFCDE9C224,Chinook,Adult,UM,Released,2023-09-02,Nisqually River,250,1,2023,9,35,250,2,35
19EC2F77-846E-42F2-90EF-86FD9BC9DC56,Chinook,Adult,AD,Kept,2023-09-09,Nisqually River,388,3,2023,9,36,1164,1,36
19EF39BF-D96E-4D39-B88B-29B052C85863,Chinook,Adult,AD,Kept,2023-09-15,Nisqually River,28,1,2023,9,37,28,2,37
1A5ECE2D-C43A-4D02-AC05-F231F957E6D7,Chinook,Adult,AD,Kept,2021-08-28,Nisqually River,200,1,2021,8,35,200,1,35
1A73C2D3-61A8-4616-93AA-08CEB402564D,Chinook,Jack,AD,Kept,2023-09-23,Nisqually River,276,1,2023,9,38,276,1,38
1AB94EED-E82C-434E-B342-196A06448606,Chinook,Adult,AD,Kept,2022-09-20,Nisqually River,121,1,2022,9,38,121,1,39
1AE28904-2120-4C0D-ADE6-D73BC441845B,Chinook,Adult,AD,Released,2021-09-18,Nisqually River,120,1,2021,9,38,120,1,38
1AE8CC05-BD5C-4A20-BA6E-F50637CB5FD7,Chinook,Adult,AD,Released,2021-09-07,Nisqually River,395,1,2021,9,36,395,2,37
1AFAD093-4363-4ED5-8285-0710ABB75B5A,Chinook,Adult,AD,Kept,2021-09-18,Nisqually River,210,2,2021,9,38,420,4,38
1AFAD093-4363-4ED5-8285-0710ABB75B5A,Chinook,Adult,AD,Released,2021-09-18,Nisqually River,210,2,2021,9,38,420,2,38
1AFAD093-4363-4ED5-8285-0710ABB75B5A,Chinook,Adult,UM,Released,2021-09-18,Nisqually River,210,2,2021,9,38,420,6,38
1B0A1583-8FD8-44D9-8D4C-F57300AFA5B1,Chinook,Adult,UM,Released,2021-08-16,Nisqually River,150,1,2021,8,33,150,1,34
1B138EF6-5DAA-45DD-B269-77E59CB38A71,Chinook,Adult,AD,Kept,2021-08-31,Nisqually River,190,1,2021,8,35,190,1,36
1B3FE261-D458-441C-8C5D-B72EBF21FDAA,Chinook,Adult,AD,Kept,2022-08-26,Nisqually River,659,3,2022,8,34,1977,3,35
1B3FE261-D458-441C-8C5D-B72EBF21FDAA,Chinook,Jack,AD,Kept,2022-08-26,Nisqually River,659,3,2022,8,34,1977,3,35
1B44AB83-DDD2-4107-8A4F-81FC53FCEAF7,Chinook,Adult,AD,Kept,2021-08-27,Nisqually River,545,1,2021,8,35,545,1,35
1B44AB83-DDD2-4107-8A4F-81FC53FCEAF7,Chinook,Adult,AD,Released,2021-08-27,Nisqually River,545,1,2021,8,35,545,4,35
1B5834C6-B6E4-45FB-B1B7-DEB8265E2AD0,Chinook,Adult,AD,Kept,2021-09-15,Nisqually River,285,1,2021,9,37,285,1,38
1B6B27B2-55FB-493B-8814-0BAFEC024933,Chinook,Jack,AD,Kept,2023-09-19,Nisqually River,114,1,2023,9,38,114,1,38
1B6DB920-C92D-4B41-AC53-8C294D60FFC6,Chinook,Adult,AD,Kept,2021-09-07,Nisqually River,205,1,2021,9,36,205,2,37
1BA151CB-16F9-43E0-A82C-918AC12C5125,Chinook,Adult,UM,Released,2021-09-15,Nisqually River,430,1,2021,9,37,430,4,38
1C7BC8F3-6EB6-49C0-B49F-DFE613DF3909,Chinook,Adult,AD,Kept,2022-09-14,Nisqually River,108,2,2022,9,37,216,1,38
1C85AFBC-BA39-418D-B235-2244ABCB2CD1,Chinook,Adult,AD,Kept,2021-09-03,Nisqually River,179,1,2021,9,36,179,1,36
1C8DEE20-A9B9-4B48-8855-32DB39626037,Chinook,Adult,AD,Kept,2021-08-27,Nisqually River,75,1,2021,8,35,75,1,35
1C943936-0F23-47A9-84EB-206B089E640A,Chinook,Adult,AD,Kept,2022-08-18,Nisqually River,155,1,2022,8,33,155,1,34
1CAED735-B90D-4962-8799-70DF1ADFE6EC,Chinook,Adult,AD,Kept,2021-08-26,Nisqually River,120,1,2021,8,34,120,1,35
1CBA4DC5-56BF-4A12-A60B-050A82177771,Chinook,Adult,AD,Kept,2022-08-20,Nisqually River,280,1,2022,8,34,280,2,34
1CC93DD5-2CF4-49A4-8E1C-B6B74075F18D,Chinook,Adult,AD,Kept,2022-09-08,Nisqually River,99,1,2022,9,36,99,1,37
1D07FD2C-9ED8-4F40-96B8-B0C766E878FB,Chinook,Adult,AD,Released,2023-10-06,Nisqually River,600,2,2023,10,40,1200,9,40
1D1B0A2C-053E-46EE-A1A8-E2E8AEB5A27A,Chinook,Adult,UM,Released,2021-08-21,Nisqually River,525,1,2021,8,34,525,4,34
1D1B0A2C-053E-46EE-A1A8-E2E8AEB5A27A,Chinook,Jack,AD,Kept,2021-08-21,Nisqually River,525,1,2021,8,34,525,2,34
1D3877F3-D973-45CE-8F3F-7BBD6A1B8E34,Chinook,Adult,UM,Released,2021-09-07,Nisqually River,406,1,2021,9,36,406,2,37
1DE7C55E-92BF-411D-9997-9ACC82242646,Chinook,Adult,AD,Kept,2021-09-15,Nisqually River,310,2,2021,9,37,620,1,38
1E1BBB00-4BC7-4CA2-9DBE-A68123105086,Chinook,Adult,AD,Kept,2023-09-15,Nisqually River,293,1,2023,9,37,293,1,37
1E6D668B-8086-49B7-9737-39D4D879AF7A,Chinook,Adult,UM,Released,2021-09-04,Nisqually River,495,1,2021,9,36,495,2,36
1E8B39DE-C4CC-4D47-ADA5-2C9464B70F29,Chinook,Adult,AD,Kept,2021-08-28,Nisqually River,215,1,2021,8,35,215,2,35
1E8B39DE-C4CC-4D47-ADA5-2C9464B70F29,Chinook,Adult,AD,Released,2021-08-28,Nisqually River,215,1,2021,8,35,215,1,35
1F025868-03A2-4B43-A793-DCB9C6BF1A25,Chinook,Adult,UM,Released,2021-09-17,Nisqually River,360,1,2021,9,38,360,4,38
1F06A636-C411-41C4-919F-37F78985AA86,Chinook,Adult,UM,Released,2021-08-27,Nisqually River,435,1,2021,8,35,435,16,35
1F0BB9A5-EDB8-4698-931D-81D9EEA4001E,Chinook,Adult,AD,Kept,2022-08-26,Nisqually River,412,1,2022,8,34,412,1,35
1F11464B-670A-444A-9729-2FDDFB49D119,Chinook,Adult,UM,Released,2021-09-01,Nisqually River,315,1,2021,9,35,315,2,36
1FB07137-24DB-4823-BC85-4621BEFC197E,Chinook,Adult,UM,Released,2021-08-27,Nisqually River,105,1,2021,8,35,105,2,35
1FC453A9-29B2-4F88-9173-72632060A9D2,Chinook,Adult,AD,Kept,2023-08-23,Nisqually River,367,1,2023,8,34,367,1,34
1FD137D6-B10E-4029-82CE-9D4EAC8C6E74,Chinook,Adult,AD,Kept,2022-09-16,Nisqually River,157,1,2022,9,37,157,1,38
20533ADF-11B5-4A0A-934F-BBBAF385D89A,Chinook,Adult,AD,Released,2022-09-23,Nisqually River,361,1,2022,9,38,361,2,39
20CE3F4D-0EDE-441A-92FF-C7D8FCF08FB1,Chinook,Adult,UM,Released,2022-09-08,Nisqually River,343,1,2022,9,36,343,1,37
21795A7B-9AFC-4EAA-85AD-25D3DE6689AE,Chinook,Adult,AD,Kept,2022-08-26,Nisqually River,125,1,2022,8,34,125,1,35
