creel_event_id,event_date,water_body,project_name,fishery_name,interview_id,interview_number,angler_type,interview_location,fishing_location,location_id,crc_area,angler_count,total_group_count,pole_count,trip_status,fishing_start_time,fishing_end_time,interview_time,target_species,trip_guided,boat_type,boat_used,fish_from_boat,vehicle_count,trailer_count,state_residence,zip_code,previously_interviewed,comment_txt,location_type,survey_type,location_season_name,section_num,surveyor_num,p_census_bank,p_census_boat,indirect_census_bank,direct_census_bank,month,year,week
117F9484-70D0-433B-BBF7-5E319B490660,2021-08-20,Nisqually River,District 11,Nisqually salmon 2021,49CBC7F0-6046-455B-BEBA-4A3FAE814C0B,36,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,14:00:00,NA,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,34
9EF0920D-CF30-4447-82DD-9ED21589193A,2021-08-21,Nisqually River,District 11,Nisqually salmon 2021,6B98D4D8-3E54-4CCB-917A-03A5E0D04DBF,52,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,4,NA,NA,Incomplete,09:00:00,NA,NA,Chinook,NA,NA,NA,NA,2,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,34
6F8077A8-9628-4680-B77B-6B7BD03A2B12,2021-08-26,Nisqually River,District 11,Nisqually salmon 2021,DDAB4A06-96E9-4ED2-83D9-A52D4DA89B1E,33,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,9,NA,NA,Incomplete,06:30:00,15:45:00,NA,Chinook,NA,NA,NA,NA,3,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,34
85DBBB7C-62CA-45BE-95E0-4E57289AB4BC,2021-08-27,Nisqually River,District 11,Nisqually salmon 2021,B74530BE-C8C9-42E1-B485-DEAB1620C297,62,Boat,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,3,NA,NA,Complete,06:30:00,15:45:00,NA,Chinook,NA,NA,NA,NA,0,1,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
85DBBB7C-62CA-45BE-95E0-4E57289AB4BC,2021-08-27,Nisqually River,District 11,Nisqually salmon 2021,5EFC16DD-CE29-49BE-BB4C-A92DE1B2EC43,31,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Complete,10:00:00,13:30:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
85DBBB7C-62CA-45BE-95E0-4E57289AB4BC,2021-08-27,Nisqually River,District 11,Nisqually salmon 2021,8A912024-7402-4F2E-9089-8BB4647F724C,28,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Complete,08:00:00,14:23:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
85DBBB7C-62CA-45BE-95E0-4E57289AB4BC,2021-08-27,Nisqually River,District 11,Nisqually salmon 2021,1B44AB83-DDD2-4107-8A4F-81FC53FCEAF7,27,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,06:00:00,15:05:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
85DBBB7C-62CA-45BE-95E0-4E57289AB4BC,2021-08-27,Nisqually River,District 11,Nisqually salmon 2021,1C8DEE20-A9B9-4B48-8855-32DB39626037,23,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Complete,13:00:00,14:15:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
85DBBB7C-62CA-45BE-95E0-4E57289AB4BC,2021-08-27,Nisqually River,District 11,Nisqually salmon 2021,B961D230-3FAB-4680-83D6-6347C5285362,20,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,05:30:00,15:23:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
85DBBB7C-62CA-45BE-95E0-4E57289AB4BC,2021-08-27,Nisqually River,District 11,Nisqually salmon 2021,EF98E16D-79BA-49CA-B5B1-861E728EDFF6,12,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,5,NA,NA,Complete,05:30:00,14:30:00,NA,Chinook,NA,NA,NA,NA,3,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
A9B09E47-3281-4928-A171-019AB31484CA,2021-08-28,Nisqually River,District 11,Nisqually salmon 2021,041E2333-A88A-4B83-971A-33AC73D643F9,1,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Complete,05:25:00,13:30:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
A9B09E47-3281-4928-A171-019AB31484CA,2021-08-28,Nisqually River,District 11,Nisqually salmon 2021,7756884E-BB25-4E64-9E1C-3E4811433A8C,12,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,6,NA,NA,Complete,06:00:00,13:30:00,NA,Chinook,NA,NA,NA,NA,4,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
A9B09E47-3281-4928-A171-019AB31484CA,2021-08-28,Nisqually River,District 11,Nisqually salmon 2021,4BBCEF13-CF36-472B-B8B8-659E0B3B9EBE,9,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,6,NA,NA,Complete,14:45:00,16:00:00,NA,Chinook,NA,NA,NA,NA,2,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
6852040D-D75B-4A50-974A-FD88088E633E,2021-08-31,Nisqually River,District 11,Nisqually salmon 2021,4C62970E-9713-46E2-9D63-F767D5A46D8B,36,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,08:00:00,12:00:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
6852040D-D75B-4A50-974A-FD88088E633E,2021-08-31,Nisqually River,District 11,Nisqually salmon 2021,F2CABD1A-C261-43EF-B382-9D9C7E19E8EC,34,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,10:30:00,11:41:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
6852040D-D75B-4A50-974A-FD88088E633E,2021-08-31,Nisqually River,District 11,Nisqually salmon 2021,054AEACC-12D7-4072-ABBE-D90665486896,31,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,2,NA,NA,Complete,06:00:00,11:25:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,8,2021,35
8BA0206D-3BCD-42D3-8164-FD7522FFFA7C,2021-09-01,Nisqually River,District 11,Nisqually salmon 2021,6A71F409-2F5D-415E-8350-679BE7F31510,17,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,07:00:00,12:18:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,35
8BA0206D-3BCD-42D3-8164-FD7522FFFA7C,2021-09-01,Nisqually River,District 11,Nisqually salmon 2021,5F33A8B3-CCEB-4167-A8E3-A9148ED541C7,15,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,7,NA,NA,Incomplete,12:00:00,12:28:00,NA,Chinook,NA,NA,NA,NA,4,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,35
8BA0206D-3BCD-42D3-8164-FD7522FFFA7C,2021-09-01,Nisqually River,District 11,Nisqually salmon 2021,F23D9092-7FA0-4DD0-8BC9-A038AA707367,23,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,3,NA,NA,Incomplete,06:00:00,11:20:00,NA,Chinook,NA,NA,NA,NA,3,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,35
9B3030AF-0EE6-4914-AE7E-66847EF2E3A9,2021-09-03,Nisqually River,District 11,Nisqually salmon 2021,F259E984-8D07-4C31-B92C-4EB754F85ABA,64,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,4,NA,NA,Incomplete,06:00:00,14:01:00,NA,Chinook,NA,NA,NA,NA,3,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
9B3030AF-0EE6-4914-AE7E-66847EF2E3A9,2021-09-03,Nisqually River,District 11,Nisqually salmon 2021,8E83BAAC-CD05-4C11-9D64-12C4DC675274,62,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,08:00:00,13:33:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
9B3030AF-0EE6-4914-AE7E-66847EF2E3A9,2021-09-03,Nisqually River,District 11,Nisqually salmon 2021,076E0C8E-921B-4740-8E2B-7DEB6111034D,56,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,2,NA,NA,Incomplete,11:00:00,NA,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
9B3030AF-0EE6-4914-AE7E-66847EF2E3A9,2021-09-03,Nisqually River,District 11,Nisqually salmon 2021,0F47D74A-540A-454C-A3BC-419F8BE682C3,22,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,06:10:00,10:12:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
9B3030AF-0EE6-4914-AE7E-66847EF2E3A9,2021-09-03,Nisqually River,District 11,Nisqually salmon 2021,72B580BD-D2E0-4B27-9C26-AA6496D5CD90,9,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,4,NA,NA,Incomplete,12:30:00,NA,NA,Chinook,NA,NA,NA,NA,2,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
9B3030AF-0EE6-4914-AE7E-66847EF2E3A9,2021-09-03,Nisqually River,District 11,Nisqually salmon 2021,F3077561-C804-4C27-B908-8194A999423F,19,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,3,NA,NA,Complete,06:00:00,10:30:00,NA,Chinook,NA,NA,NA,NA,2,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
9B3030AF-0EE6-4914-AE7E-66847EF2E3A9,2021-09-03,Nisqually River,District 11,Nisqually salmon 2021,1C85AFBC-BA39-418D-B235-2244ABCB2CD1,31,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Incomplete,08:00:00,10:59:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
8025C08A-3CE3-4A7C-B2AB-842303BCA7F6,2021-09-07,Nisqually River,District 11,Nisqually salmon 2021,776C5727-E5F0-4CAE-B038-F87224CA2FEE,42,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,2,NA,NA,Incomplete,07:30:00,NA,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
8025C08A-3CE3-4A7C-B2AB-842303BCA7F6,2021-09-07,Nisqually River,District 11,Nisqually salmon 2021,F4C61DE6-9BE3-45D2-9D53-DFCD73C40CD1,31,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,1,NA,NA,Complete,07:30:00,11:36:00,NA,Chinook,NA,NA,NA,NA,1,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
8025C08A-3CE3-4A7C-B2AB-842303BCA7F6,2021-09-07,Nisqually River,District 11,Nisqually salmon 2021,6C6064AC-9963-47C1-9EC8-A76F705A525E,32,Bank,Riverbend Campground (Upper and Lower),Riverbend Campground (Upper and Lower),51B3F82E-0CCB-406F-9DA6-5712018D9BDB,786,2,NA,NA,Incomplete,06:15:00,NA,NA,Chinook,NA,NA,NA,NA,2,0,NA,NA,NA,NA,Site,Index,NA,2,1,1,1,1,1,9,2021,36
