interview_id,event_date,year,month,fishing_duration_minutes,angler_count,angler_minutes,trip_status,boat_used,trip_guided,boat_type,fishing_start_time,fishing_end_time,um_adult,ad_adult,released_adult,kept_adult,um_jack,ad_jack,released_jack,kept_jack,um_total,ad_total,released_total,kept_total,had.ad,had.um,had.release,had.kept
00896615-DC1D-4909-A4A0-CE993738F444,2022-09-22,2022,9,202,1,202,Complete,No,NA,NA,08:30:00,11:52:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
008A6994-060E-4863-9C25-AE77522A9D7F,2021-10-02,2021,10,95,1,95,Complete,No,NA,NA,07:30:00,09:05:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0091F6CF-FE8C-416F-9597-43CB99741255,2021-09-18,2021,9,215,1,215,Complete,No,NA,NA,06:00:00,09:35:00,0,1,1,0,0,0,0,0,0,1,1,0,TRUE,FALSE,TRUE,FALSE
0096C6FE-B52D-41E4-9ACC-044AD52C4B35,2021-08-20,2021,8,440,1,440,Complete,No,NA,NA,10:00:00,17:20:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
0098F836-8DEA-4FBC-8EEB-DB08790A0DF2,2023-09-29,2023,9,52,1,52,Complete,No,NA,NA,12:30:00,13:22:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
009B44B8-AE91-4B46-87EE-49A059BBB134,2022-10-05,2022,10,239,1,239,Complete,No,NA,NA,06:33:00,10:32:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00ACC2BD-F98A-4F35-AD54-396967EC6100,2021-10-26,2021,10,220,1,220,Complete,No,NA,NA,10:30:00,14:10:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00B54FE2-930F-406A-ACB7-D692D6915EBC,2023-09-14,2023,9,120,1,120,Complete,No,NA,NA,14:44:00,16:44:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
00B6804F-90AE-4D31-9265-B54559640DFE,2021-09-08,2021,9,260,1,260,Complete,No,NA,NA,07:00:00,11:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00C9E374-1605-4E10-80DB-2C5BB0E92DD5,2021-10-16,2021,10,120,1,120,Complete,No,NA,NA,10:30:00,12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00D019C2-3C4B-4CB0-B6D3-816E016D3495,2023-09-23,2023,9,120,1,120,Complete,No,NA,NA,10:00:00,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00D398E7-CA59-4C10-B830-DDAD997799EF,2021-09-08,2021,9,342,1,342,Complete,No,NA,NA,06:00:00,11:42:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
00DB2F60-A09A-4756-8EA3-1928933FF760,2023-09-19,2023,9,130,1,130,Complete,No,NA,NA,05:58:00,08:08:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00DC0781-BC3E-4D97-9A77-34C5C6AD2518,2021-09-14,2021,9,250,1,250,Complete,No,NA,NA,13:00:00,17:10:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00F38765-59F0-4D97-97E7-8F566E333FE5,2021-09-17,2021,9,240,1,240,Complete,No,NA,NA,11:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00F71BF9-5551-4015-90C7-DB1DAFCBB49A,2021-08-14,2021,8,160,1,160,Complete,No,NA,NA,13:00:00,15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
00FC4F8C-B531-4E70-B5D2-FAACDEEFB07E,2021-08-27,2021,8,180,1,180,Complete,No,NA,NA,12:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01057F71-C162-48A2-98A5-3D7C94C3AD59,2021-08-31,2021,8,355,2,710,Complete,No,NA,NA,06:00:00,11:55:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
010C3146-A802-4940-8CDF-2C09BEEC350F,2023-08-04,2023,8,180,1,180,Complete,No,NA,NA,15:15:00,18:15:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0111518B-DD81-40B4-B6D1-67F0E53972A8,2021-09-19,2021,9,410,1,410,Complete,No,NA,NA,06:00:00,12:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01157C9F-7024-44D3-9740-C6652FD26085,2021-08-11,2021,8,180,1,180,Complete,No,NA,NA,08:00:00,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
011CBECF-987F-4D0A-8070-F6FDE19470D9,2021-10-19,2021,10,95,1,95,Complete,No,NA,NA,08:30:00,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
011CD530-9B44-4830-8BDC-8A8A2C1552A0,2022-09-14,2022,9,21,1,21,Complete,No,NA,NA,08:40:00,09:01:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
01297557-0F0B-4901-9340-8C28E63BCC15,2023-09-21,2023,9,502,1,502,Complete,No,NA,NA,06:00:00,14:22:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0136610D-B7DE-404D-B0C5-7CCAE8C932EA,2021-09-11,2021,9,185,1,185,Complete,No,NA,NA,16:00:00,19:05:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
013A7814-2680-4A43-8359-1BE3B3B6BB79,2023-09-22,2023,9,162,2,324,Complete,No,NA,NA,09:30:00,12:12:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
013B0905-DAEE-4CFE-8A4D-7A78F0EF2A07,2022-10-05,2022,10,120,1,120,Complete,No,NA,NA,09:40:00,11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
013B74B6-F663-41A4-BDF6-B064A876E4D7,2021-09-15,2021,9,NA,1,NA,Incomplete,No,NA,NA,11:00:00,NA,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
013CCDE8-9D5D-4C58-BD21-763BEA04B6C4,2021-09-01,2021,9,NA,1,NA,Incomplete,No,NA,NA,07:00:00,NA,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
014B661B-6C09-4460-9A33-80FB93BF8535,2021-09-14,2021,9,355,1,355,Complete,No,NA,NA,05:45:00,11:40:00,0,2,2,0,0,0,0,0,0,2,2,0,TRUE,FALSE,TRUE,FALSE
0154BE96-FDBA-4B18-BAB2-3DE3E72EE6E7,2021-09-14,2021,9,240,1,240,Complete,No,NA,NA,14:30:00,18:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01598A0C-0329-46D5-A4E4-BC8655805FAD,2021-08-17,2021,8,210,1,210,Complete,No,NA,NA,05:30:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
015DF834-CC09-4E55-8DB8-11C29671EFAD,2021-08-28,2021,8,465,1,465,Complete,No,NA,NA,05:25:00,13:10:00,2,0,2,0,0,0,0,0,2,0,2,0,FALSE,TRUE,TRUE,FALSE
016640DC-9CB7-4B17-AC2F-C1D0A910D591,2021-09-04,2021,9,225,2,450,Complete,No,NA,NA,10:00:00,13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0167D2B8-2450-47B7-A09E-15E0408CF39F,2021-08-17,2021,8,100,1,100,Complete,No,NA,NA,11:00:00,12:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
017212BC-B375-4C48-B6C7-5A6F5EA85661,2021-09-11,2021,9,NA,1,NA,Incomplete,No,NA,NA,12:15:00,NA,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0172A306-ED22-41C7-BA36-E27A2158DA8E,2023-09-22,2023,9,400,2,800,Complete,No,NA,NA,06:00:00,12:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01890CD8-6E2C-49FD-B616-1DE47A4CDE32,2021-08-14,2021,8,230,1,230,Complete,No,NA,NA,06:00:00,09:50:00,0,2,0,2,0,0,0,0,0,2,0,2,TRUE,FALSE,FALSE,TRUE
018A5A0B-2642-4FED-A87C-9BD134B29477,2022-10-06,2022,10,256,1,256,Complete,No,NA,NA,09:00:00,13:16:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
018E2BFB-6C0B-4678-BE2E-9B5CA5A2BCFD,2021-09-01,2021,9,475,2,950,Complete,No,NA,NA,05:30:00,13:25:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
019171BE-0A3E-4AEB-904B-4E9D6C0ED044,2022-08-27,2022,8,351,2,702,Complete,Yes,NA,Trailered Motorized Boat,07:00:00,12:51:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0193DF6F-D5C3-4164-89D8-A6FD7CB99F9C,2022-09-30,2022,9,825,1,825,Complete,No,NA,NA,03:30:00,17:15:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0194BCDC-4679-40ED-9623-D0A3C369EC0A,2023-09-28,2023,9,320,1,320,Complete,No,NA,NA,07:00:00,12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0197B3CE-8404-461B-97E8-85FB21C4501B,2021-08-31,2021,8,60,1,60,Complete,No,NA,NA,14:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
019A29F4-9E78-4A23-9E92-0D65384F51F0,2022-09-03,2022,9,143,1,143,Complete,No,NA,NA,08:00:00,10:23:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
019D8419-3B04-4332-B2DF-1A0AAF7B5D9C,2022-10-08,2022,10,85,2,170,Complete,No,NA,NA,12:35:00,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01B003FD-D037-42DF-88C4-F164E0CAB632,2023-09-23,2023,9,186,1,186,Complete,No,NA,NA,06:00:00,09:06:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01BC1BF7-6170-42B5-8F9A-F2895618122B,2021-09-18,2021,9,450,1,450,Complete,No,NA,NA,06:00:00,13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01C15902-55A5-40D1-87F0-E61E3C1C3D4C,2021-08-11,2021,8,225,1,225,Complete,No,NA,NA,16:00:00,19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01C5BE2F-4891-484C-903A-1F0EF22518B2,2023-08-09,2023,8,88,1,88,Complete,No,NA,NA,13:15:00,14:43:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01D21381-1E6B-436F-A39C-53E80CD07317,2021-09-11,2021,9,100,2,200,Complete,No,NA,NA,08:00:00,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01D7D2EF-5079-4666-9D94-D80CB06C38E1,2021-08-17,2021,8,270,2,540,Complete,No,NA,NA,09:00:00,13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01DC9AC9-0863-4723-ABF0-4EB04857FB7C,2021-09-08,2021,9,525,1,525,Complete,No,NA,NA,08:00:00,16:45:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01E4370F-27DF-41B9-AAD7-455026CB8F80,2023-07-22,2023,7,262,1,262,Complete,No,NA,NA,06:30:00,10:52:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01EB3B67-C0C4-4A1E-81E2-DF7304D128F4,2022-10-05,2022,10,153,1,153,Complete,No,NA,NA,06:25:00,08:58:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01EBCD80-E1E4-41ED-9DBD-691B94675AE8,2022-10-07,2022,10,132,1,132,Complete,No,NA,NA,06:25:00,08:37:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01F29AE9-6C19-476D-A3DC-80CD90708277,2022-08-20,2022,8,42,1,42,Complete,No,NA,NA,06:00:00,06:42:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01F3B31A-5CA2-4B20-95BB-A957C08AB4B9,2023-09-21,2023,9,282,2,564,Complete,No,NA,NA,09:00:00,13:42:00,0,0,0,0,0,1,0,1,0,1,0,1,TRUE,FALSE,FALSE,TRUE
01F701D5-928F-4BA5-B855-FE6A9874BD41,2023-09-14,2023,9,240,1,240,Complete,No,NA,NA,15:39:00,19:39:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01FA7FDD-6C78-4B8E-B3A5-13ECD31E42CF,2021-09-18,2021,9,230,1,230,Complete,No,NA,NA,12:30:00,16:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
01FE342F-7D0F-41FB-A9C7-CEEFCC5BBF17,2021-08-17,2021,8,50,1,50,Complete,No,NA,NA,07:00:00,07:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
020DB346-5EC9-47C4-8D57-E256FE9CE21A,2021-09-15,2021,9,60,1,60,Complete,No,NA,NA,13:00:00,14:00:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
0213C079-F2EA-4C9E-9C80-CEB653BF47D6,2022-10-05,2022,10,124,2,248,Complete,No,NA,NA,06:20:00,08:24:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0214357C-FF96-45F9-B170-85A6591B8F89,2023-09-19,2023,9,135,1,135,Complete,No,NA,NA,05:54:00,08:09:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0219331E-ACBD-44E3-8892-3B04B692CFD4,2022-09-24,2022,9,122,1,122,Complete,No,NA,NA,15:50:00,17:52:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
021B50C2-A1AC-4F33-8375-AF440563C087,2021-09-17,2021,9,45,1,45,Complete,No,NA,NA,15:15:00,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0231EC67-8791-4D6F-B612-1D474A9FF73B,2022-09-29,2022,9,69,2,138,Complete,No,NA,NA,11:30:00,12:39:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
023E38DF-E8CA-4AC2-B443-E75DF187380D,2022-09-22,2022,9,297,1,297,Complete,No,NA,NA,06:00:00,10:57:00,0,3,2,1,0,0,0,0,0,3,2,1,TRUE,FALSE,TRUE,TRUE
024888EF-3320-4EC3-B577-79162EDAF018,2022-09-03,2022,9,269,1,269,Complete,No,NA,NA,07:00:00,11:29:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
024C2F0D-7C8B-40C6-81E4-F319D31A34C4,2023-08-26,2023,8,240,1,240,Complete,No,NA,NA,08:58:00,12:58:00,0,0,0,0,0,1,0,1,0,1,0,1,TRUE,FALSE,FALSE,TRUE
02510B4B-916B-4B32-9E26-D2CD0230F42C,2021-09-04,2021,9,60,2,120,Complete,No,NA,NA,18:00:00,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02591949-ECC2-427B-82F4-09DEA708B2FC,2021-09-18,2021,9,210,2,420,Complete,No,NA,NA,06:30:00,10:00:00,0,1,0,1,0,0,0,0,0,1,0,1,TRUE,FALSE,FALSE,TRUE
025CFC62-4FE9-485E-A2CE-F78E4408790B,2022-08-06,2022,8,221,1,221,Complete,No,NA,NA,06:00:00,09:41:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02741FB9-10F8-451C-BA08-72D3E7BE8DF4,2021-09-04,2021,9,350,1,350,Complete,No,NA,NA,06:00:00,11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
027E1C04-97C9-4737-8515-A08D3860EA20,2021-09-07,2021,9,450,2,900,Complete,Yes,NA,NA,07:00:00,14:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
027F887C-C56D-4ECA-84B7-57908D5C7070,2021-08-31,2021,8,260,1,260,Complete,No,NA,NA,07:00:00,11:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
029C1B4F-7879-419B-8FE4-60F964736D4F,2022-09-22,2022,9,87,1,87,Complete,No,NA,NA,10:00:00,11:27:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02A893A4-DBFE-47B4-8A84-1E36C692E35F,2022-09-20,2022,9,493,1,493,Complete,No,NA,NA,10:00:00,18:13:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02AE0881-AC4B-44A5-B192-1DC8CEA0C258,2021-09-14,2021,9,255,1,255,Complete,No,NA,NA,09:00:00,13:15:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
02AF308A-A72B-4E86-9CA1-EF1E106B78E2,2023-08-30,2023,8,207,1,207,Complete,No,NA,NA,16:00:00,19:27:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02B697A2-92A0-44DF-93D2-6B50B9A613F2,2022-08-18,2022,8,128,1,128,Complete,No,NA,NA,05:30:00,07:38:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02C0EFA6-C06A-454D-B4BB-9F7E1E913100,2021-09-20,2021,9,135,1,135,Complete,No,NA,NA,08:00:00,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02C5CD73-DA36-4159-9934-D14E4532FB1F,2023-07-07,2023,7,303,2,606,Complete,Yes,NA,Pontoon/Kick/Kayak/Dinghy,14:30:00,19:33:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02CF93ED-B3C8-4DBF-AEF5-F04C78B8083B,2021-08-25,2021,8,150,1,150,Complete,No,NA,NA,11:00:00,13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02D263BF-25A9-450C-8E48-EFD1C311907B,2022-10-08,2022,10,120,1,120,Complete,No,NA,NA,07:21:00,09:21:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02D5C1F0-176C-4A5B-B885-D980D35A5B0A,2022-09-17,2022,9,253,1,253,Complete,No,NA,NA,06:15:00,10:28:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02E9FE77-9B8C-4DE9-9682-C2887E1205A0,2021-08-26,2021,8,115,1,115,Complete,No,NA,NA,11:00:00,12:55:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
02F98980-6617-4077-B2A5-2FAF280905EF,2021-09-08,2021,9,270,1,270,Complete,No,NA,NA,06:00:00,10:30:00,1,0,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,TRUE,FALSE
0310AA28-9B58-452B-988C-A50D65EB17A2,2023-09-16,2023,9,404,1,404,Complete,No,NA,NA,08:00:00,14:44:00,0,0,0,0,0,1,0,1,0,1,0,1,TRUE,FALSE,FALSE,TRUE
033A030D-B76E-4902-9B94-810DF686C15A,2022-10-08,2022,10,153,1,153,Complete,No,NA,NA,06:30:00,09:03:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
033DAD56-B17B-4C26-84AE-2718C059FBF1,2021-09-28,2021,9,95,1,95,Complete,No,NA,NA,08:00:00,09:35:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0343A167-B33E-4940-8155-839E8C1608A9,2021-09-24,2021,9,105,1,105,Complete,No,NA,NA,06:15:00,08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
034A6F86-25F2-4A16-B0EF-B74D49B1FC72,2021-09-20,2021,9,170,1,170,Complete,No,NA,NA,15:30:00,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
034DB14E-5C53-4865-9790-88D76B6D67ED,2022-10-05,2022,10,64,2,128,Complete,No,NA,NA,11:30:00,12:34:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0366AF0D-997C-4609-86AD-5D7A0F7D6BB9,2023-09-01,2023,9,300,2,600,Complete,No,NA,NA,05:40:00,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0368C4E3-B54D-4C4C-9F38-D415F0587F4E,2023-09-07,2023,9,163,1,163,Complete,No,NA,NA,06:00:00,08:43:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
036A6D10-97CF-49E4-90CF-5512A78CEAE9,2023-08-24,2023,8,180,1,180,Complete,No,NA,NA,06:49:00,09:49:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
037A5E81-DD27-4E60-A097-C80DCFF034C3,2021-09-15,2021,9,210,1,210,Complete,No,NA,NA,15:40:00,19:10:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
038172F4-BDBD-4591-B6BC-C3BBB89E6B9D,2022-08-12,2022,8,141,2,282,Complete,No,NA,NA,14:30:00,16:51:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
0381B5C2-E25E-4FC2-8DD8-A988EA70F1A0,2021-08-08,2021,8,NA,1,NA,Incomplete,No,NA,NA,17:30:00,NA,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
03A3FBA3-9214-41BC-99D8-22987DFC614D,2022-09-03,2022,9,60,1,60,Complete,No,NA,NA,15:30:00,16:30:00,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
